frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_42,ID_43
18095,,,(376!431),,(1445!72),,(154!681),,,,(1008!368),,,,(308!171),,,,,,,,,(1024!212),,,,,,,(377!227),,,,,,,,,,,,
18096,,,(380!432),,(1445!72),,(154!679),,,(252!1176),(1009!369),,,,(308!170),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18097,,,(376!431),,(1445!72),,(154!681),,,(252!1176),(1009!369),,,,(308!171),,,,,,,,,,,,,,,(969!1029),(377!227),,,,,,,,,,,,
18098,,,(376!431),,(1445!72),,(154!681),,,,(1009!369),,,,(308!171),,,,,,,,,,,,,,,,(377!227),(397!623),,,,,,,,,,,
18099,,,(376!431),,(1445!72),,(154!683),,,(252!1176),(1009!370),,,,(308!170),,,,,,,,,(1025!212),,,,,,(969!1029),(377!227),,,,,,,,,,,,
18100,,,(376!431),,(1446!72),,(154!683),,,(252!1176),(1009!370),,,,(308!170),,,,,,,,,(1025!212),,,,,,,(377!227),,,,,,,,,,,,
18101,,,(376!431),,(1446!72),,(154!680),,,(252!1176),(1010!371),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18102,,,(376!431),,(1446!72),,(153!678),,,(251!1173),(1009!371),,,,(308!171),,,,,,,,,,,,,,,(969!1028),(377!227),(397!623),,,,,,,,,,,
18103,,,(376!431),,(1447!72),,(154!682),,,(252!1173),(1010!371),,,,(308!171),,,,,,,,,,,,,,,(969!1028),,(397!623),,,,,,,,,,,
18104,,,(376!431),,(1447!72),,(154!681),,,,(1010!372),,,,(308!171),,,,,,,,,,,,,,,(969!1028),(377!227),(397!623),,,,,,,,,,,
18105,,,(376!431),,(1447!73),,(154!683),,,(252!1174),(1010!373),,,,(308!171),,,,,,,,,,,(440!803),,,,,,(397!622),,,,,,,,,,,
18106,,,(376!431),,(1447!72),,(154!680),,,(251!1175),(1011!374),,,,(308!171),,,,,,,,,,,(440!803),,,,(969!1027),,(396!622),,,,,,,,,,,
18107,,,(376!430),,(1447!72),,(153!678),,,,(1011!375),,,,(308!171),,,,,,,,,,,(440!803),,,,,,(396!623),,,,,,,,,,,
18108,,,(376!432),,(1447!73),,(154!678),,,,,,,,(307!171),,,,,,,,,,,(440!803),,,,(969!1027),,(396!623),,,,,,,,,,,
18109,,,(376!432),,(1448!72),,(154!684),,,(251!1175),,,,,(307!170),,,,,,,,,,,(440!803),,,,(969!1027),,(397!623),,,,,,,,,,,
18110,,,(376!430),,(1448!73),,(154!683),,,(251!1172),,,,,(308!171),,,,,,,,,,,(440!803),,,,(969!1027),,(397!623),,,,,,,,,,,
18111,,,(376!430),,,,(154!682),,,,(1013!378),,,,(307!170),,,,,,,,,,,(441!803),,,,(969!1027),,(397!623),(888!631),,,,,,,,,,
18112,,,(375!431),,,,(154!682),,,,(1013!380),,,,(307!170),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18113,,,(375!431),,(1448!72),,(154!680),,,(251!1175),(1013!379),,,,(307!170),,,,,,,,,,,,,,,(969!1027),,,,,,,,,,,,,
18114,,,(375!431),,(1449!72),,(154!680),,,,,,,,(307!171),,,,,,,,,,,,,,,(969!1027),,,,,,,,,,,,,
18115,,,(375!431),,(1449!72),,(154!680),,,(251!1173),(1014!379),,,,(307!170),,,,,,,,,(1025!212),,(441!803),,,,(969!1027),,,,,,,,,,,,,
18116,,,(375!431),,(1449!72),,(154!682),,,,(1012!377),,,,(307!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18117,,,(375!431),,(1450!72),,(154!680),,,,,,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18118,,,(375!430),,(1450!72),,(154!681),,,(250!1176),(1017!382),,,,(307!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18119,,,(375!430),,(1450!72),,(154!683),,,,(1018!382),,,,(307!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18120,,,(375!431),,(1451!72),,(154!682),,,,(1016!379),,,,(307!171),,,,,,,,,,,(441!803),,,,(970!1027),,,,,,,,,,,,,
18121,,,(375!431),,(1451!72),,(154!680),,,,(1016!380),,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1026),(377!227),,,,,,,,,,,,
18122,,,(375!431),,(1451!72),,(154!680),,,,,,,,(308!171),,,,,,,,,,,,,,,(969!1026),,,,,,,,,,,,,
18123,,,(377!432),,(1452!72),,(154!680),,,(251!1175),,,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18124,,,(377!432),,,,(154!680),,,(251!1176),,,,,(308!171),,,,,,,,,,,(441!803),,,,(970!1027),,,,,,,,,,,,,
18125,,,(377!432),,(1452!72),,(154!681),,,,(1017!382),,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18126,,,(377!432),,(1453!72),,(154!681),,,,,,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1027),,(397!623),,,,,,,,,,,
18127,,,(377!432),,(1453!73),,(154!681),,,(251!1176),(1017!379),,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18128,,,(375!431),,(1454!73),,(154!680),,,(250!1173),(1020!383),,,,(308!171),,,,,,,,,,,(441!803),,,,(969!1027),,,,,,,,,,,,,
18129,,,(375!431),,(1454!73),,(154!679),,,(251!1176),(1018!380),,,,(308!170),,,,,,,,,,,,,,,(969!1027),,,,,,,,,,,,,
18130,,,(375!431),,(1454!73),,(154!678),,,(251!1176),(1018!380),,,,(308!171),,,,,,,,,,,,,,,(969!1027),(377!227),,,,,,,,,,,,
18131,,,(375!431),,(1454!73),,(154!681),,,,(1018!382),,,,(308!171),,,,,,,,,,,,,,,(969!1027),,,,,,,,,,,,,
18132,,,(377!432),,(1455!73),,(154!681),,,(251!1176),(1020!383),,,,(308!170),,,,,,,,,,,,,,,(969!1026),,,,,,,,,,,,,
18133,,,(375!431),,,,(154!679),,,(251!1176),(1020!384),,,,(308!171),,,,,,,,,,,,,,,(969!1026),,,,,,,,,,,,,
18134,,,(375!431),,(1455!73),,(154!678),,,(251!1176),(1021!385),,,,(308!171),,,,,,,,,,,,,,,(969!1026),,,,,,,,,,,,,
18135,,,(375!431),,,,(154!681),,,(251!1176),(1021!385),,,,(308!171),,,,,,,,,,,,,,,(969!1026),,,,,,,,,,,,,
18136,,,(375!431),,,,(154!681),,,,(1022!385),,,,(308!170),,,,,,,,,,,,,,,(970!1026),,(397!623),,,,,,,,,,,
18137,,,(375!431),,(1455!73),,(154!681),,,,(1021!386),,,,(308!171),,,,,,,,,,,,,,,(970!1027),,(397!623),,,,,,,,,,,
18138,,,(374!431),,(1456!74),,(154!682),,,(251!1175),(1022!386),,,,(308!170),,,,,,,,,,,(441!803),,,,(969!1027),,(397!623),,,,,,,,,,,
18139,,,(374!431),,(1456!73),,(154!682),,,(251!1176),(1022!388),,,,(308!171),,,,,,,,,,,(441!803),,,,(970!1027),,(397!623),,,,,,,,,,,
18140,,,(374!431),,(1456!74),,(154!682),,,(251!1176),(1023!389),,,,(308!171),,,,,,,,,,,(441!803),,,,,,(396!623),,,,,,,,,,,
18141,,,(374!431),,(1456!73),,(154!680),,,,(1023!390),,,,(308!171),,,,,,,,,,,(441!803),,,,(970!1027),,(396!623),,,,,,,,,,,
18142,,,(374!431),,,,(154!681),,,(251!1175),(1024!391),,,,(308!171),,,,,,,,,,,(441!803),,,,(970!1027),,(396!623),,,,,,,,,,,
18143,,,(374!431),,(1457!74),,(154!681),,,(251!1175),(1024!395),,,,(308!171),,,,,,,,,,,(441!803),,,,(971!1028),(377!227),(396!623),,,,,,,,,,,
18144,,,(374!431),,(1457!74),,(154!683),,,(251!1175),(1025!393),,,,(308!171),,,,,,,,,,,(441!803),,,,(971!1028),,(396!623),,,,,,,,,,,
18145,,,(374!431),,(1457!74),,(154!681),,,(251!1175),(1026!394),,,,(308!171),,,,,,,,,,,(441!803),,,,(971!1028),(377!227),,,,,,,,,,,,
18146,,,(375!431),,(1458!74),,(154!683),,,,(1027!395),,,,(308!171),,,,,,,,,,,(441!803),,,,(971!1028),(377!227),(396!623),,,,,,,,,,,
18147,,,(374!431),,,,(154!681),,,,(1025!396),,,,(308!171),,,,,,,,,,,(441!803),,,,(971!1029),(377!227),,,,,,,,,,,,
18148,,,(374!431),,,,(154!683),,,,(1027!396),,,,(308!171),,,,,,,,,,,(441!803),,,,(972!1029),,,,,,,,,,,,,
18149,,,(374!431),,(1458!75),,(154!681),,,,(1027!397),,,,(308!171),,,,,,,,,,,(441!803),,,,(972!1029),(377!227),,,,,,,,,,,,
18150,,,(374!431),,(1458!75),,(154!681),,,,(1027!399),,,,(308!171),,,,,,,,,,,(441!803),,,,(972!1029),(377!227),,,,,,,,,,,,
18151,,,(374!430),,(1459!75),,(154!683),,,,,,,,(308!171),,,,,,,,,,,(441!803),,,,(972!1030),(377!227),(396!623),,,,,,,,,,,
18152,,,(373!430),,(1459!77),,(154!683),,,(251!1175),(1030!402),,,,(308!171),,,,,,,,,,,(441!803),,,,(973!1030),(377!227),(396!623),,,,,,,,,,,
18153,,,(373!429),,(1459!75),,(154!681),,,(251!1175),(1031!401),,,,(308!171),,,,,,,,,,,(441!803),,,,(974!1031),(377!227),,,,,,,,,,,,
18154,,,(373!429),,(1459!75),,(154!680),,,(251!1175),(1031!402),,,,(308!171),,,,,,,,,,,(441!803),,,,(975!1031),(377!227),,,,,,,,,,,,
18155,,,(373!429),,,,(154!681),,,,(1029!401),,,,(308!171),,,,,,,,,,,(441!803),,,,(975!1031),(377!227),,,,,,,,,,,,
18156,,,(373!429),,(1459!76),,(154!683),,,,(1030!402),,,,(308!171),,,,,,,,,,,(441!803),,,,(976!1032),(377!227),,,,,,,,,,,,
18157,,,(373!429),(773!44),(1459!75),,(154!681),,,,,,,,(307!171),,,,,,,,,,,(441!803),,,,(978!1032),,,,,,,,,,,,,
18158,,,(373!429),,(1459!76),,(154!681),,,,,,,,(308!171),,,,,,,,,,,(441!803),,,,(978!1032),(377!227),,,,,,,,,,,,
18159,,,(373!429),,(1459!75),,(154!681),,,(252!1173),(1033!405),,,,(308!171),,,,,,,,,,,(441!803),,,,,,,,,,,,,,,,,
18160,,,(373!429),,(1459!75),,(154!679),,,(251!1175),(1034!406),,,,(308!171),,,,,,,,,,,(441!803),,,,(980!1032),(377!227),,,,,,,,,,,,
18161,,,(373!429),(773!45),,,(154!680),,,(252!1175),(1034!408),,,,(308!171),,,,,,,,,(1024!211),,(441!803),,,,(981!1032),,,,,,,,,,,,,
18162,,,(372!429),(773!43),(1459!75),,(154!680),,,,,,,,(308!171),,,,,,,,,(1024!211),,(441!803),,,,(982!1032),,,,,,,,,,,,,
18163,,,(372!429),,,,(154!680),,,,(1036!409),,,,(308!171),,,,,,,,,,,(441!803),,,,(984!1033),,,,,,,,,,,,,
18164,,,(372!429),,,,(154!680),,,,(1036!410),,,,(308!171),,,,,,,,,,,(441!803),,,,(985!1033),,,,,,,,,,,,,
18165,,,(372!429),,(1460!76),,(154!681),,,,(1035!411),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166,,,(372!429),(773!43),(1461!76),,(154!681),,,,(1035!409),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18167,,,(372!429),(773!43),(1461!76),,(154!681),,,,(1038!412),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18168,,,(371!429),(773!45),(1461!77),,(154!681),,,(251!1175),(1038!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18169,,,(372!429),(773!43),,,(154!681),,,,(1038!412),,,,(307!171),,,,,,,,,,,,,,,(990!1034),,,,,,,,,,,,,
18170,,,(371!429),,(1462!77),,(154!682),,,(251!1174),(1039!413),,,,(307!171),,,,,,,,,,,,,,,(992!1035),,,,,,,,,,,,,
18171,,,(372!429),,(1462!76),,(154!681),,,(251!1173),(1040!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18172,,,(372!429),,,,(154!681),,,(251!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,(992!1035),,,,,,,,,,,,,
18173,,,(371!429),,(1462!76),,(154!681),,,(251!1174),(1040!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18174,,,(371!429),,(1463!76),,(154!681),,,(252!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,(993!1035),,,,,,,,,,,,,
18175,,,(371!429),,,,(154!681),,,(252!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18176,,,(371!429),,,,(154!681),,,,(1040!413),,,,(308!171),,,,,,,,,,,,,,,(994!1035),,,,,,,,,,,,,
18177,,,(372!429),,(1464!76),,(154!681),,,(251!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18178,,,(372!429),,,,(154!681),,,,(1040!413),,,,(308!171),,,,,,,,,,,,,,,(995!1036),,,,,,,,,,,,,
18179,,,(372!429),,(1464!76),,(154!681),,,(252!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18180,,,(372!429),,(1464!76),,(154!683),,,(252!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,(996!1037),,,,,,,,,,,,,
18181,,,(372!429),,(1464!76),,(154!681),,,(252!1175),(1040!413),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18182,,,(372!429),,(1464!76),,(154!680),,,,(1040!414),,,,(308!171),,,,,,,,,,,,,,,(997!1038),,,,,,,,,,,,,
18183,,,(372!429),,(1464!76),,(154!680),,,(252!1175),(1040!414),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18184,,,(372!429),,(1464!76),,(154!681),,,(252!1175),(1040!414),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18185,,,(372!429),,,,(153!678),,,(251!1175),(1040!414),,,,(308!171),,,,,,,,,,,,,,,(999!1039),,,,,,,,,,,,,
18186,,,(372!429),,,,(153!678),,,(251!1175),(1040!414),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187,,,(372!429),,,,(154!680),,,(251!1175),(1040!414),,,,(308!171),,,,,,,,,(1024!211),,,,,,(1002!1040),,,,,,,,,,,,,
18188,,,(372!429),,,,(154!683),,,(251!1174),(1040!414),,,,(308!171),,,,,,,,,,,,,,,(1003!1040),,,,,,,,,,,,,
18189,,,(372!429),,,,(154!681),,,,(1040!414),,,,(308!171),,,,,,,,,,,,,,,(1004!1041),,,,,,,,,,,,,
18190,,,(372!429),,,,(154!681),,,,(1040!414),,,,(308!171),,,,,,,,,,,(441!803),,,,(1005!1042),,,,,,,,,,,,,
18191,,,(372!429),,,,(154!680),,,,(1040!414),,,,(308!171),,,,,,,,,,,(441!803),,,,(1006!1042),,,,,,,,,,,,,
18192,,,(372!429),,,,(154!680),,,,(1040!414),,,,(308!171),,,,,,,,,(1024!211),,,,,,(1007!1043),,(397!623),,,,,,,,,,,
18193,,,(372!429),,,,(154!679),,,,(1040!415),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18194,,,(372!429),,,,(154!681),,,(251!1173),,,,,(308!171),,,,,,,,,,,,,,,(1010!1044),,,,,,,,,,,,,
18195,,,(372!429),,,,(154!679),,,,(1041!417),,,,(308!171),,,,,,,,,,,(441!803),,,,(1011!1045),,,,,,,,,,,,,
18196,,,(372!429),,,,(154!680),,,,(1041!418),,,,(308!171),,,,,,,,,,,(441!803),,,,(1012!1046),,,,,,,,,,,,,
18197,,,(372!429),,,,(154!681),,,,(1038!415),,,,(308!171),,,,,,,,,,,(441!803),,,,(1014!1047),,,,,,,,,,,,,
18198,,,(372!429),,,,(154!680),,,(250!1174),,,,,(308!171),,,,,,,,,,,(441!803),,,,(1014!1048),,,,,,,,,,,,,
18199,,,(372!429),,,,(154!679),,,(250!1174),(1038!420),,,,(308!171),,,,,,,,,,,(441!803),,,,(1016!1049),,,,,,,,,,,,,
18200,,,(372!429),,,,(154!682),,,(250!1174),(1040!422),,,,(308!171),,,,,,,,,,,(441!803),,,,(1017!1050),,,,,,,,,,,,,
18201,,,(372!429),,,,(154!680),,,,(1041!424),,,,(308!171),,,,,,,,,,,,,,,,,,,,,,,,,,,,
18202,,,(372!429),,,,,,,,(1042!430),,,,(308!171),,,,,,,,,,,,,,,,,(397!622),,,,,,,,,,,
18203,,,(372!429),,,,,,,,,,,,(308!171),,,,,,,,,,,(441!803),,,,,,,,,,,,,,,,,
18204,,,(372!429),,,,(155!680),,,,,,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,,,,,,,,,,,,,,
18205,,,(372!429),,(1463!76),,(154!682),,,,(1045!430),,,,(308!171),,,,,,,,,,,(441!803),,,,,,,,,,,,,,,,,
18206,,,(372!429),,,,(155!689),,,,(1047!433),,,,(308!171),,,,,,,,,(1024!212),,,,,,(1028!1056),,,,,,,,,,,,,
18207,,,(372!429),,(1463!76),,(155!689),,,(250!1173),(1046!431),,,,(308!171),,,,,,,,,,,(441!803),,,,,,,,,,,,,,,,,
18208,,,(372!430),,(1463!76),,(154!682),,,(250!1174),(1046!432),,,,(308!171),,,,,,,,,,,(441!803),,,,(1031!1059),,(397!623),,,,,,,,,,,
18209,,,(372!430),,(1463!76),,(154!682),,,(250!1173),,,,,(307!171),,,,,,,,,,,(441!803),,,,(1032!1060),,,,,,,,,,,,,
18210,,,(374!430),,,,(154!682),,,,(1045!433),,,,(308!171),,,,,,,,,,,(441!803),,,,(1034!1062),,,,,,,,,,,,,
18211,,,(372!429),,(1463!76),,(154!682),,,,(1046!435),,,,(308!171),,,,,,,,,,,(441!803),,,,(1036!1062),(376!227),,,,,,,,,,,,
18212,,,(374!430),,,,(154!680),,,,(1046!436),,,,(308!171),,,,,,,,,,,(441!803),,,,(1038!1064),(376!227),,,,,,,,,,,,
18213,,,(372!430),,,,(154!682),,,,(1046!438),,,,(308!171),,,,,,,,,(1024!211),,(441!803),,,,(1040!1065),,,,,,,,,,,,,
18214,,,(372!429),,(1463!76),,(154!680),,,(250!1174),(1045!438),,,,(308!171),,,,,,,,,,,(441!803),,,,(1043!1066),,,,,,,,,,,,,
18215,,,(372!429),,,,(154!681),,,,(1045!440),,,,(308!172),,,,,,,,,,,(441!803),,,,(1045!1067),,,,,,,,,,,,,
18216,,,(372!430),,,,(154!682),,,(250!1173),(1045!441),,,,(308!171),,,,,,,,,,,(441!803),,,,(1048!1068),,,,,,,,,,,,,
18217,,,(372!430),,(1463!76),,(154!682),,,(250!1172),(1045!443),,,,(308!171),,,,,,,,,,,,,,,(1049!1069),,,,,,,,,,,,,
18218,,,(371!430),,(1463!76),,(154!681),,,,(1046!446),,,,(308!171),,,,,,,,,,,,,,,(1052!1071),,,,,,,,,,,,,
18219,,,(371!430),,(1463!76),,(154!681),,,,(1046!446),,,,(308!171),,,,,,,,,,,,,,,(1054!1073),,,,,,,,,,,,,
18220,,,(371!430),,(1463!76),,(154!682),,,(250!1170),(1046!446),,,,(308!171),,,,,,,,,,,,,,,(1056!1075),,,,,,,,,,,,,
18221,,,(371!430),,(1463!76),,(155!681),,,,(1046!448),,,,(308!171),,,,,,,,,,,,,,,(1058!1076),,,,,,,,,,,,,
18222,,,(371!430),,(1463!76),,(155!685),,,,(1047!449),,,,(308!171),,,,,,,,,,,,,,,(1060!1076),,,,,,,,,,,,,
18223,,,(371!430),,(1463!76),,(154!682),,,,(1048!450),,,,(308!171),,,,,,,,,,,,,,,(1061!1076),,,,,,,,,,,,,
18224,,,(372!430),,(1463!76),,(155!684),,,,(1049!452),,,,(308!171),,,,,,,,,,,(441!803),,,,(1065!1078),,,,,,,,,,,,,
18225,,,(372!430),,(1463!76),,(155!682),,,(250!1173),(1050!453),,,,(308!171),,,,,,,,,,,(441!803),,,,(1067!1079),,,,,,,,,,,,,
18226,,,(375!430),,(1463!76),,(154!682),,,(250!1173),(1050!452),,,,(308!171),,,,,,,,,,,(441!803),,,,(1069!1080),(376!227),,,,,,,,,,,,
18227,,,(371!430),,,,(154!684),,,(250!1173),(1050!453),,,,(308!171),,,,,,,,,,,(441!803),,,,(1071!1080),(376!227),,,,,,,,,,,,
18228,,,(372!429),,(1463!76),,(155!685),,,(250!1173),(1052!454),,,,(308!171),,,,,,,,,,,(441!803),,,,(1073!1081),,,,,,,,,,,,,
18229,,,(372!429),,(1463!76),,(155!682),,,(250!1173),(1052!455),,,,(308!171),,,,,,,,,,,(441!803),,,,(1074!1083),(377!227),(397!623),,,,,,,,,,,
18230,,,(372!430),,(1463!76),,(155!685),,,(250!1171),(1053!456),,,,(308!171),,,,,,,,,,,(441!803),,,,(1076!1084),(376!227),,,,,,,,,,,,
18231,,,(372!430),,(1463!76),,(155!679),,,(250!1171),(1054!458),,,,(308!171),,,,,,,,,,,(441!803),,,,(1079!1085),(376!227),,,,,,,,,,,,
18232,,,(371!430),,(1463!76),,(154!681),,,(250!1170),(1054!460),,,,(308!171),,,,,,,,,(1024!211),,(441!803),,,,(1079!1086),,,,,,,,,,,,,
18233,,,(371!430),,(1463!76),,(155!684),,,(250!1173),(1054!460),,,,(308!171),,,,,,,,,,,(441!803),,,,(1081!1087),,,,,,,,,,,,,
18234,,,(372!430),,(1463!76),,(155!681),,,(250!1173),(1054!462),,,,(308!172),,,,,,,,,,,(441!803),,,,(1083!1088),(376!227),,,,,,,,,,,,
18235,,,(372!430),,(1463!76),,(155!681),,,(250!1171),(1054!463),,,,(308!171),,,,,,,,,,,(441!803),,,,(1085!1088),(376!227),,,,,,,,,,,,
18236,,,(372!430),,(1463!76),,(155!681),,,(251!1173),(1054!464),,,,(308!171),,,,,,,,,(1024!212),,,,,,(1087!1089),(377!227),,,,,,,,,,,,
18237,,,(372!430),,(1463!76),,(155!682),,,,(1055!465),,,,(308!171),,,,,,,,,(1024!212),,,,,,(1090!1090),(377!227),(397!623),,,,,,,,,,,
18238,,,(371!429),,(1463!76),,(155!680),,,(250!1173),,,,,(308!171),,,,,,,,,(1024!212),,,,,,(1092!1091),(377!227),(397!623),,,,,,,,,,,
18239,,,(371!429),,(1463!77),,(155!679),,,(250!1173),(1056!467),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1094!1092),(377!227),(397!623),,,,,,,,,,,
18240,,,(371!430),,(1463!76),,(155!681),,,(250!1173),(1057!471),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1096!1093),,,,,,,,,,,,,
18241,,,(371!429),,(1463!76),,(155!681),,,,,,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1098!1093),,,,,,,,,,,,,
18242,,,(372!430),,(1463!76),,(155!680),,,,(1057!471),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1100!1095),,,,,,,,,,,,,
18243,,,(372!430),,(1463!76),,(155!680),,,(251!1173),(1058!472),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1101!1096),,,,,,,,,,,,,
18244,,,(371!431),,(1463!77),,(155!680),,,(250!1172),(1059!473),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1103!1097),,(397!623),,,,,,,,,,,
18245,,,(370!431),,(1463!76),,(155!680),,,(250!1172),(1059!472),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1105!1097),,(397!623),,,,,,,,,,,
18246,,,(371!431),,(1463!77),,(155!680),,,(250!1173),(1060!473),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1107!1098),,(397!623),,,,,,,,,,,
18247,,,(370!429),,(1463!77),,(155!681),,,(250!1173),(1062!476),,,,(308!171),,,,,,,,,(1024!212),,(441!803),,,,(1108!1099),,(397!623),,,,,,,,,,,
18248,,,(370!429),,(1463!77),,(155!682),,,(250!1173),(1062!475),,,,(308!171),,,,,,,,,(1024!212),,(441!804),,,,(1110!1099),,(397!623),,,,,,,,,,,
18249,,,(370!429),,(1463!77),,(155!680),,,,(1063!477),,,,(308!171),,,,,,,,,,,(441!804),,,,(1112!1100),,(397!623),,,,,,,,,,,
18250,,,(370!429),,(1463!78),,(155!681),,,,(1063!479),,,,(308!171),,,,,,,,,,,(441!804),,,,(1114!1100),,(397!623),,,,,,,,,,,
18251,,,(371!430),,(1463!78),,(155!680),,,,(1064!481),,,,(308!171),,,,,,,,,(1024!212),,(441!804),,,,(1116!1101),,(397!623),,,,,,,,,,,
18252,,,(371!430),(800!48),(1463!78),,(155!688),,,,(1064!482),,,,(308!171),,,,,,,,,,,(441!804),,,,(1118!1101),(377!227),(397!623),,,,,,,,,,,
18253,,,(370!430),,(1463!78),,(155!682),,,,(1064!484),,,,(308!171),,,,,,,,,(1024!212),,(441!804),,,,(1120!1101),,(397!623),,,,,,,,,,,
18254,,,(370!429),,(1463!78),,(155!682),,,,(1064!487),,,,(308!171),,,,,,,,,(1024!212),,(441!804),,,,(1121!1102),,(397!623),,,,,,,,,,,
18255,,,(371!430),,(1463!78),,(155!680),,,,(1063!488),,,,(308!171),,,,,,,,,(1024!212),,(441!804),,,,(1122!1102),,(397!623),,,,,,,,,,,
18256,,,(371!430),,(1462!78),,(155!680),,,,(1064!490),,,,(308!171),,,,,,,,,,,,,,,(1125!1104),(377!227),(397!623),,,,,,,,,,,
18257,,,(370!429),,(1462!78),,(155!680),,,,(1064!494),,,,(308!171),,,,,,,,,,,(441!804),,,,(1126!1104),,(397!623),,,,,,,,,,,
18258,,,(371!430),,(1463!79),,(155!680),,,,(1067!496),,,,(308!171),,,,,,,,,,,,,,,(1129!1105),(377!227),,,,,,,,,,,,
18259,,,(371!430),,(1462!78),,(155!680),,,,(1068!495),,,,(308!171),,,,,,,,,(1024!212),,,,,,(1131!1106),(377!227),,,,,,,,,,,,
18260,,,(371!430),,(1462!78),,(155!680),,,,,,,,(308!171),,,,,,,,,,,,,,,(1134!1107),,(397!623),,,,,,,,,,,
18261,,,(370!430),,(1462!77),,(155!680),,,,(1069!499),,,,(308!171),,,,,,,,,(1023!212),,,,,,(1137!1107),,(397!623),,,,,,,,,,,
18262,,,(372!430),,(1462!77),,(155!680),,,,(1071!500),,,,(308!171),,,,,,,,,(1023!212),,,,,,(1141!1108),,(397!623),,,,,,,,,,,
18263,,,(371!430),,(1462!77),,(155!680),,,,(1072!501),,,,(308!171),,,,,,,,,(1024!212),,,,,,(1144!1110),,(397!623),,,,,,,,,,,
18264,,,(371!430),,(1462!77),,(155!679),,,,(1073!503),,,,(308!171),,,,,,,,,(1024!212),,,,,,(1144!1110),(377!227),(397!623),,,,,,,,,,,
18265,,,(371!430),,(1462!77),,(155!680),,,,(1073!506),,,,(308!171),,,,,,,,,,,,,,,(1148!1111),(377!227),(397!623),,,,,,,,,,,
18266,,,(371!430),,(1462!77),,(155!679),,,,(1074!509),,,,(308!171),,,,,,,,,,,,,,,(1150!1112),(377!227),(397!623),,,,,,,,,,,
18267,,,(371!430),,(1462!77),,(155!679),,,,,,,,(308!171),,,,,,,,,,,,,,,(1151!1112),(377!227),,,,,,,,,,,,
18268,,,(371!429),,(1462!77),,(155!680),,,,(1075!513),,,,(308!171),,,,,,,,,,,,,,,(1155!1113),(377!227),(397!623),,,,,,,,,,,
