frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_35,ID_36,ID_37,ID_38,ID_39
975,(746!444),(773!564),(566!551),(479!1719),,(1081!1000),,(1296!873),,(1195!1918),,,(565!1302),(201!1607),(1381!1578),(565!1385),,,,(1367!1397),,,,(1376!396),,,,(1005!2081),,,(544!417),(182!406),,(460!928),(1017!511),,,(1253!1529),
976,(744!446),(773!564),(566!549),(478!1719),,(1080!1000),,(1295!873),,(1195!1921),,,(566!1298),(200!1609),(1382!1578),(567!1386),,,,(1366!1395),,,,(1376!397),,,,(1006!2081),,,(551!420),,,(460!928),(1021!510),,,(1252!1529),
977,(741!447),(773!564),(566!549),(478!1719),,(1081!1000),,(1296!873),,(1195!1921),,,(567!1290),(200!1610),(1382!1578),(570!1387),,,,(1367!1394),,,,(1374!396),,,,,,,(556!424),,,(461!928),(1028!511),,,(1248!1537),
978,(741!447),(774!564),(566!549),(478!1720),,(1081!1000),,(1295!873),,(1195!1924),,,(568!1282),(201!1611),(1381!1578),(571!1389),,,,(1366!1391),,,,,,,,(1005!2079),,,(560!425),,,(460!927),(1028!510),,,(1237!1558),
979,(740!449),(774!564),(567!550),(478!1720),,(1082!1000),,(1297!873),,(1195!1925),,,(569!1274),(202!1613),(1379!1577),(572!1391),,,,(1365!1389),,,,,,,,(1006!2079),,,(565!426),,,(460!927),(1033!509),,,(1225!1573),
980,(737!450),(774!564),(567!550),(479!1719),,(1082!1000),,(1297!873),,(1195!1926),,,(569!1274),(200!1614),(1379!1575),(574!1393),,,,(1363!1386),,,,,,,,(1006!2079),,,(571!427),,,(461!927),(1037!509),,,(1212!1589),
981,(736!450),(775!563),(566!550),(477!1720),,(1081!1000),,(1296!873),,(1196!1927),,,,(199!1614),(1377!1574),(574!1395),,,,(1361!1383),,,,,,,,(1002!2079),,,(574!428),,,(460!928),(1039!509),,,(1204!1602),
982,(734!453),(775!563),(566!550),(476!1719),,(1081!1000),,(1296!873),,(1196!1929),,,(566!1269),(199!1616),(1374!1573),(576!1395),,,,(1360!1382),,,,,,,,(1002!2078),,,(575!427),,,(462!927),(1044!510),,,(1205!1601),
983,(732!452),(774!563),(566!549),(476!1719),,(1082!1000),,(1296!873),,(1197!1931),,,(565!1270),(198!1617),(1371!1571),(575!1396),,,,(1359!1382),,,,(1378!396),,,,(1013!2079),,,(578!428),(180!404),,(463!928),(1048!511),,,(1205!1601),
984,(731!453),(774!563),(566!550),(475!1720),,(1082!1000),,(1296!873),,(1198!1933),,,(565!1273),,(1369!1569),(577!1397),,,,(1357!1380),,,,(1378!397),,,,(1022!2080),,,(580!428),,,(482!933),(1049!510),,,(1206!1601),
985,(730!454),(775!562),(565!549),(476!1720),,(1082!1000),,(1296!873),,(1197!1936),,,(564!1275),(198!1619),(1368!1568),(578!1397),,,,(1356!1380),,,,,,,,,,,(583!428),,,(503!945),(1049!509),,,(1207!1603),
986,(730!457),(774!562),(565!548),(474!1720),,(1092!1003),,(1296!873),,(1198!1937),,,(563!1275),(196!1618),(1366!1566),(579!1398),,,,(1356!1376),,,,,,,,,,,(584!430),,,(533!963),(1051!507),,,(1207!1603),
987,(730!460),(775!562),(565!549),(473!1719),,(1095!1014),,(1296!873),,(1199!1939),,,(563!1277),,(1365!1564),(579!1399),,,,(1358!1374),,,,,,,,,,,(588!431),,,(567!980),(1057!506),,,(1207!1603),
988,(728!462),(775!562),(566!549),(473!1719),,(1296!873),,,,(1200!1940),,,(565!1280),,(1363!1563),(581!1399),,,,(1357!1374),,,,,,,,,,,(589!432),,,(598!1002),(1059!505),,,(1206!1603),
989,(729!463),(775!561),(565!550),(472!1719),,(1296!873),,,,(1202!1941),,,(564!1281),,(1361!1561),(583!1400),,,,(1357!1371),,,,(1375!400),,,,(1028!2079),,,(593!432),,,(596!1006),(1062!504),,,(1207!1602),
990,(728!465),(775!562),(566!549),(470!1720),,(1293!869),,,,(1202!1941),,,(564!1283),(197!1625),(1358!1560),(585!1402),,,,(1357!1368),,,,,,,,(1031!2077),,,(596!433),(180!401),,(592!1004),(1064!501),,,(1206!1602),
991,(728!468),(775!561),(566!549),(470!1720),,(1297!873),,,,(1203!1942),,,(563!1285),,(1357!1560),(587!1405),,,,(1355!1367),,,,(1372!401),,,,(1033!2077),,,(599!433),(180!401),,(594!1004),(1067!501),,,(1206!1602),
992,(728!470),(775!562),(566!550),(470!1721),,(1297!874),,,,(1203!1945),,,(560!1285),(197!1629),(1355!1560),(590!1408),,,,(1355!1365),,,,(1374!401),,,,(1031!2079),,,(601!433),,,(592!1006),(1072!501),,,(1206!1602),
993,(728!472),(775!561),(566!549),(469!1721),,(1297!873),,,,(1203!1948),,,(558!1289),,(1352!1559),(591!1410),,,,(1353!1363),,,,(1372!399),,,,,,,(603!433),,,(595!1006),(1075!501),,,(1206!1602),(1102!1023)
994,(728!473),(775!561),(566!550),(468!1722),,(1297!873),,,,(1203!1951),,,(553!1289),,(1349!1558),(592!1411),,,,(1350!1363),,,,(1370!399),,,,,,,(604!433),,,(594!1007),(1077!500),,,(1206!1603),(1103!1022)
995,(727!474),(775!561),(566!549),(468!1723),,(1297!873),,,,(1203!1954),,,(550!1290),,(1348!1556),(597!1416),,,,(1347!1358),,,,,,,,,,,(608!433),,,(595!1007),(1078!499),,,(1206!1603),(1103!1022)
996,(729!476),(776!561),(566!549),,,(1297!873),,,,(1203!1955),,,(543!1293),(197!1624),(1344!1554),(599!1413),,,,(1347!1357),,,,,,,,,,,(610!433),,,(593!1008),(1083!497),,,(1207!1602),(1103!1022)
997,(728!479),(775!560),(566!549),(467!1722),,(1297!873),,,,(1203!1955),,,(536!1294),,(1342!1553),(600!1413),,,,(1348!1353),,,,,,,,,,,(610!434),,,(594!1007),(1084!496),,,(1207!1602),(1103!1022)
998,(728!483),(775!561),(565!549),(467!1722),,(1297!873),,,,(1204!1956),,,(533!1296),(198!1621),(1339!1553),(601!1414),,,,(1347!1352),,,,,,,,,,,(608!435),,,(590!1008),(1089!494),,,(1207!1602),(1103!1022)
999,(726!485),(775!560),(565!549),(467!1723),,(1296!873),,,,(1204!1958),,,(532!1297),(199!1620),(1338!1551),(606!1415),,,,(1346!1350),,,,,,,,(1051!2078),,,(611!435),,,(594!1011),(1091!493),,,(1209!1602),(1102!1022)
1000,(724!488),(775!560),(565!549),(467!1722),,(1297!873),,,,(1204!1960),,,(531!1297),(201!1615),(1336!1550),(608!1415),,,,(1346!1346),,,,(1371!400),,,,(1054!2081),,,(608!436),(182!404),,(598!1013),(1091!491),,,(1211!1604),(1102!1022)
1001,(722!490),(775!560),(565!549),(467!1723),,(1297!873),,,,(1204!1961),,,(532!1297),(203!1616),(1334!1548),(611!1418),,,,(1344!1343),,,,(1368!399),,,,(1051!2081),,,(611!437),,,(602!1014),(1094!493),,,(1214!1607),(1102!1022)
1002,(722!491),(775!560),(565!549),(467!1723),,(1297!874),,,,(1204!1962),,,(535!1297),(205!1616),(1331!1548),(607!1417),,,,(1344!1341),,,,(1370!400),,,,(1055!2079),,,(611!437),,,(606!1018),(1095!493),,,(1217!1606),(1102!1022)
1003,(722!493),(775!560),(565!549),(468!1723),,(1297!873),,,,(1206!1963),,,(534!1296),(206!1617),(1328!1548),(614!1419),,,,(1344!1341),,,,(1371!399),,,,(1057!2082),,,(611!437),(181!403),,(612!1022),(1101!494),,,(1218!1607),(1102!1022)
1004,(721!496),(775!560),(565!549),(468!1723),,(1297!873),,,,(1207!1964),,,(533!1296),(206!1617),(1325!1549),(616!1421),,,,(1343!1340),,,,(1371!401),,,,(1059!2080),,,(625!434),(180!403),,(617!1024),(1105!494),,,(1219!1606),(1102!1022)
1005,(720!497),(775!559),(566!550),(468!1722),,(1297!874),,,,(1207!1965),,,(532!1297),(206!1615),(1322!1548),(620!1423),,,,(1341!1339),,,,,,,,(1054!2077),,(900!204),(658!438),(180!400),,(619!1024),(1104!495),,,(1222!1607),(1103!1022)
1006,(719!500),(775!560),,(469!1722),,(1298!874),,,,(1208!1967),,,(532!1296),(206!1615),(1321!1546),(622!1425),,,,(1341!1335),,,,,,,,(1060!2082),,,(565!551),,,(624!1023),(1108!495),,,(1222!1608),(1102!1022)
1007,(718!501),(775!561),,(468!1723),,(1297!874),,,,(1209!1967),,,(530!1297),(207!1616),(1319!1544),(624!1425),,,,(1339!1332),,,,(1372!400),,,,(1056!2078),,,(565!549),(179!405),,(629!1024),,,,(1222!1609),(1102!1022)
1008,(717!503),(775!560),,(468!1723),,(1299!875),,,,(1209!1969),,,(531!1301),(208!1617),(1317!1543),(626!1425),,,,(1337!1329),,,,(1371!399),,,,(1056!2079),(729!436),,(565!549),(179!404),,(634!1025),(1112!494),,,(1222!1609),(1102!1023)
1009,(717!507),(775!560),,(468!1723),,(1325!871),,,,(1209!1971),,,(531!1302),(209!1617),(1316!1544),(629!1425),,,,(1338!1325),,,,,,,,,(720!433),,(565!550),(176!403),,(636!1026),(1115!494),,,(1223!1609),(1102!1022)
1010,(716!510),(775!561),,(468!1723),,(1352!871),,,,(1209!1972),,,(531!1298),(210!1614),(1315!1542),(630!1425),,,,(1338!1322),,,,,,,,(1072!2076),,,(565!549),(174!404),,(640!1026),(1118!494),,,,(1102!1022)
1011,(716!512),(774!562),,(467!1722),,(1372!875),,,,(1209!1973),,,(533!1294),(210!1614),(1313!1540),(635!1426),,,,(1339!1320),,,,(1377!400),,,,(1072!2077),,,(565!550),,,(641!1028),(1120!494),,,(1224!1610),(1102!1022)
1012,(714!514),(774!562),,(467!1722),,(1399!883),,,,(1211!1974),,,(534!1290),(210!1615),(1311!1539),(636!1428),,,,(1337!1318),,,,,,,,(1074!2076),(707!411),,(565!550),,,(644!1029),(1121!495),,,(1226!1611),(1102!1022)
1013,(712!515),(774!564),,(468!1721),,,,,,(1212!1974),,,(534!1290),(210!1614),(1308!1538),(639!1430),,,,(1337!1316),,,,(1372!396),,,,,(706!416),,(564!551),(179!401),,(645!1031),(1125!497),,,(1227!1612),(1101!1022)
1014,(712!516),(774!564),,(468!1722),,(1406!885),,,,(1212!1977),,,(531!1288),(210!1613),(1306!1536),(642!1431),,,,(1336!1313),,,,,,,,,(712!414),,(556!561),,,(646!1032),(1127!496),,,(1229!1613),(1100!1022)
1015,(712!520),(775!564),,(468!1723),,,,,,(1212!1979),,,(529!1286),(210!1614),(1305!1536),(644!1433),,,,(1336!1311),,,,(1372!396),,,,(1076!2075),(705!417),,(542!587),,,(647!1032),(1127!497),,,(1230!1614),(1100!1023)
1016,(711!523),(775!565),,(468!1722),,(1404!883),,,,(1213!1981),,,(530!1283),(207!1612),(1305!1535),(646!1435),,,,(1336!1310),,,,(1371!397),,,,(1077!2075),(706!418),,(523!623),,,(651!1033),(1132!498),,,(1231!1615),(1099!1025)
1017,(708!526),(774!565),,(468!1723),,(1406!883),,,,(1213!1983),,,(530!1282),(211!1612),(1303!1535),(647!1435),,,,(1335!1306),,,,,,,,,,,(498!665),,,(654!1033),(1131!498),,,(1232!1616),(1099!1024)
1018,(707!529),(775!565),,(468!1723),,,,,,(1212!1985),,,(530!1283),(208!1612),(1301!1534),(648!1437),,,,(1335!1306),,,,,,,,(1078!2077),(705!420),,(467!710),,,(654!1034),(1133!500),,,(1232!1617),(1099!1024)
1019,(706!531),(775!565),,(468!1723),,(1407!882),,,,(1213!1986),,,(531!1285),(211!1614),(1298!1533),(652!1438),,,,(1335!1305),,,,(1371!396),,,,(1079!2076),(700!423),,(458!723),(176!402),,(656!1034),(1139!498),,,(1233!1617),(1098!1025)
1020,(706!534),(775!566),,(468!1722),,,,,,(1213!1986),,,(532!1288),(211!1611),(1295!1530),(655!1437),,,,(1334!1304),,,,,,,,(1078!2076),(704!422),,(460!717),(176!402),,(657!1033),(1141!498),,,(1234!1619),(1099!1025)
1021,(706!537),(775!566),,(466!1722),,,,,,(1213!1986),,,(531!1294),(211!1611),(1293!1528),(658!1437),,,,(1333!1301),,,,(1370!395),,,,,(704!424),,(458!716),,,(658!1034),(1142!498),,,(1235!1619),(1099!1025)
1022,(705!540),(775!567),,,,,,,,(1214!1987),,,(526!1298),(210!1610),(1291!1526),(659!1439),,,,(1331!1300),,,,(1370!394),,,,(1079!2078),(703!423),,(455!717),,,(658!1034),(1145!496),,,(1235!1619),(1100!1025)
1023,(703!543),(775!567),,(463!1722),,(1405!882),,,,(1215!1987),,,(524!1301),(213!1611),(1289!1525),(659!1439),,,,(1331!1296),,,,(1370!394),,,,(1077!2078),(704!424),,(455!715),,,(658!1034),(1145!496),,,(1235!1620),(1099!1025)
1024,(701!545),(776!567),,(462!1722),,(1405!883),,,,(1215!1986),,,(524!1303),(215!1613),(1288!1524),(659!1439),,,,(1332!1294),,,,,,,,,(706!425),,(456!715),,,(659!1035),(1148!496),,,(1236!1620),(1100!1025)
1025,(701!547),(775!567),,(461!1720),,(1401!883),,,,(1215!1988),,,(523!1300),(215!1613),(1287!1521),(660!1439),,,,(1330!1294),,,,(1363!394),,,,,,,(454!715),,,(675!1050),(1150!496),,,(1235!1620),(1100!1025)
1026,(701!548),(775!567),,(460!1719),,(1403!881),,,,(1216!1989),,,(523!1295),(216!1612),(1287!1520),(661!1441),,,,(1331!1292),,,,,,,,,(713!424),,(454!715),,,(704!1072),(1156!496),,,(1236!1619),(1100!1025)
1027,(699!548),(775!567),,(460!1720),,(1403!882),,,,(1216!1989),,,(522!1289),(214!1612),(1285!1519),(664!1442),,,,(1331!1287),,,,,,,,,(712!425),,(454!715),,,(732!1093),(1159!497),,,(1236!1620),(1100!1025)
1028,(700!549),(775!567),,(458!1720),,(1402!882),,,,(1217!1990),,,(519!1289),(217!1612),(1283!1517),(664!1443),,,,(1331!1286),,,,,,,,,(713!428),,(453!715),,,(763!1114),(1160!496),,,(1236!1620),(1100!1027)
1029,(699!551),(775!568),,(456!1719),,(1397!880),,,,(1218!1991),,,(517!1286),(217!1613),(1280!1516),(667!1444),,,,(1331!1285),,,,,,,,,(716!426),,(453!716),,,,(1163!495),,,(1236!1620),(1111!1036)
1030,(698!552),(775!568),,(454!1719),,(1396!879),,,,(1219!1992),,,(516!1283),(219!1613),(1279!1515),(668!1444),,,,(1332!1284),,,,,,,,(1085!2083),(720!427),,(453!715),,,(797!1132),(1166!494),,,(1236!1620),(1128!1035)
1031,(697!556),(775!568),,(454!1719),,(1397!877),,,,(1221!1994),,,(516!1283),(222!1611),(1278!1514),(671!1446),,,,(1333!1284),,,,,,,,,(721!431),,(451!716),,,(793!1134),,,,(1236!1620),(1138!1038)
1032,(696!560),(775!568),,(453!1720),,(1396!875),,,,(1222!1996),,,(514!1283),(224!1609),(1276!1515),(672!1449),,,,(1333!1283),,,,,,,,(1083!2087),(727!435),,(450!715),,,(798!1132),(1171!494),,,(1236!1620),(1142!1046)
1033,(694!562),(776!568),,(453!1720),,(1396!871),,,,(1222!1999),,,(513!1282),(225!1610),(1273!1513),(673!1450),,,,(1333!1282),,,,,,,,(1085!2084),(730!436),,(449!714),,,(798!1133),(1174!493),,,(1236!1620),(1144!1051)
1034,(694!566),(776!568),,(453!1720),,(1395!867),,,,(1223!1999),,,(511!1280),(226!1610),(1269!1512),(674!1451),,,,(1332!1281),,,,,,,,(1085!2084),(733!441),(974!203),(449!713),,,(799!1130),(1175!491),,,(1236!1620),(1143!1049)
1035,(694!568),(776!568),,(456!1718),,(1393!868),,,,(1223!2000),,,(515!1277),(226!1610),(1265!1510),(677!1452),,,,(1332!1280),,,,,,,,(1081!2081),(736!446),,(448!713),,,(805!1134),(1178!489),,,(1236!1620),(1143!1047)
1036,(692!571),(775!569),,(452!1720),,(1393!866),,,,(1224!2002),,,(517!1274),(227!1611),(1265!1509),(679!1451),,,,(1332!1279),,,,,,,,,(738!450),,(447!712),,,(809!1135),,,,(1236!1620),(1144!1047)
1037,(689!573),(777!567),,(452!1719),,,,,,(1225!2003),,,(519!1273),(228!1611),(1264!1508),(680!1451),,,,(1331!1276),,,,,,,,(1090!2078),(740!454),,(446!713),,,(810!1135),(1185!491),,,(1236!1620),(1146!1045)
1038,(687!576),(777!566),,(452!1720),,(1391!862),,,,(1226!2005),,,(519!1274),(230!1610),(1262!1507),(682!1451),,,,(1329!1273),,,,,,,,,(743!459),,(446!712),,,(808!1135),(1186!492),,,(1237!1620),(1146!1044)
1039,(686!577),(778!566),,(452!1719),,(1391!861),,,,(1227!2007),,,(521!1275),(230!1611),(1260!1505),(682!1451),,,,(1328!1271),,,,,,,,,(745!463),,(444!713),,,(812!1134),(1188!492),,,(1236!1620),(1145!1044)
1040,(684!577),(777!566),,(452!1719),,(1391!859),,,,(1227!2008),,,(520!1275),(232!1611),(1259!1504),(682!1452),,,,(1325!1269),,,,,,,,,(748!465),,(444!713),,,(814!1134),(1189!492),,,(1236!1621),(1146!1044)
1041,(681!578),(778!566),,(452!1718),,(1389!858),,,,(1227!2008),,,(520!1277),(234!1610),(1257!1503),(685!1452),,,,(1324!1267),,,,,,,,(1095!2075),(750!469),,(443!712),(172!410),,(816!1134),,,,(1236!1620),(1146!1045)
1042,(681!580),(779!566),,(450!1719),,(1388!859),,,,(1227!2009),,,(521!1282),(233!1610),(1253!1502),(686!1454),,,,(1324!1264),,,,,,,,(1096!2075),(754!472),,(442!713),,,(817!1134),(1195!489),,,(1236!1621),(1147!1045)
1043,(679!583),(779!566),,(450!1719),,(1386!859),,,,(1228!2010),,,(525!1285),(234!1611),(1250!1502),(689!1456),,,,(1324!1262),,,,,,,,(1098!2078),(756!477),,(440!713),,,(820!1134),(1195!488),,,(1236!1621),(1147!1046)
1044,(679!586),(778!566),,(447!1716),,(1383!857),,,,(1229!2010),,,(528!1287),(235!1611),(1247!1502),(691!1457),,,,(1321!1262),,,,,,,,,(758!480),,(439!711),,,(821!1135),(1196!488),,,(1237!1621),(1148!1045)
1045,(678!588),(778!565),,(447!1715),,(1381!848),,,,(1230!2011),,,(532!1287),(237!1612),(1245!1503),(691!1458),,,,(1320!1260),,,,,,,,,(760!484),,(437!708),,,(823!1136),(1201!487),,,(1237!1622),(1150!1046)
1046,(677!590),(779!565),,(449!1714),,(1379!846),,,,(1230!2012),,,(532!1285),(238!1612),(1244!1503),(694!1460),,,,(1321!1258),,,,,,,,(1104!2081),(762!487),,(435!706),,,(824!1136),(1200!485),,,(1237!1622),(1152!1048)
1047,(676!591),(780!564),,(450!1715),,(1376!843),,,,(1232!2014),,,(531!1283),(240!1612),(1244!1503),(694!1460),,,,(1319!1256),,,,,,,,(1100!2082),(767!492),,(434!704),,,(825!1136),(1205!484),,,(1237!1622),(1156!1051)
1048,(675!593),(779!564),,(449!1712),,(1372!835),,,,(1233!2015),,,(528!1284),(240!1610),(1242!1502),(696!1462),,,,(1319!1254),,,,,,,,(1100!2082),(770!495),,(433!701),,,(826!1136),(1207!485),,,(1237!1621),(1161!1055)
1049,(674!596),(779!564),,(447!1711),,(1368!831),,,,(1232!2017),,,(526!1285),(241!1612),(1238!1501),(699!1463),,,,(1319!1252),,,,,,,,(1101!2081),(773!498),,(433!698),,,(828!1136),(1208!485),,,(1237!1622),(1165!1059)
1050,(672!598),(778!564),,(442!1710),,(1367!828),,,,(1233!2017),,,(527!1285),(240!1612),(1235!1500),(700!1464),,,,(1315!1248),,,,,,,,(1102!2082),(778!503),,(433!695),,,(829!1135),,,,(1236!1622),(1168!1062)
1051,(671!600),(779!564),,(440!1708),,(1365!825),,,,(1232!2017),,,(529!1286),(241!1611),(1233!1497),(701!1464),,,,(1314!1246),,,,,,,,(1102!2082),(781!505),,(433!693),(170!410),,(830!1135),(1214!484),,,(1237!1622),(1171!1065)
1052,(669!602),(778!564),,(439!1706),,(1365!824),,,,(1232!2017),,,(529!1286),(241!1613),(1231!1496),(700!1464),,,,(1313!1245),,,,,,,,(1103!2082),(783!508),,(433!688),,,(831!1135),(1218!484),,,(1236!1622),(1173!1068)
1053,(666!602),(778!564),,(437!1706),,(1364!823),,,,(1232!2018),,,(526!1286),(241!1612),(1230!1495),(700!1465),,,,(1311!1241),,,,,,,,(1104!2082),(786!512),,(433!684),(169!413),,(831!1134),(1222!484),,,(1236!1622),(1175!1072)
1054,(665!603),(778!564),,(435!1703),,(1364!822),,,,(1233!2018),,,(524!1285),(241!1612),(1229!1493),(700!1465),,,,(1312!1240),,,,,,,,,(789!516),,(435!681),(169!414),,(832!1134),(1224!483),,,(1237!1621),(1177!1074)
1055,(663!605),(778!564),,(434!1701),,(1364!821),,,,(1233!2018),,,(522!1283),(242!1613),(1227!1492),(700!1465),,,,(1311!1240),,,,,,,,(1105!2080),(792!520),,(437!676),(169!415),,(836!1134),(1225!482),,,(1237!1622),(1179!1075)
1056,(661!609),(778!564),,(432!1700),,(1364!821),,,,(1233!2019),,,(521!1283),(243!1612),(1225!1490),(701!1466),,,,(1311!1240),,,,,,,,(1105!2079),(795!522),,(440!672),,,(854!1145),(1225!481),,,(1238!1622),(1182!1077)
1057,(661!610),(778!564),,(431!1698),,(1364!822),,,,(1233!2020),,,(521!1278),(244!1612),(1222!1490),(703!1467),,,,(1309!1237),,,,,,,,(1107!2079),(800!526),,(441!672),(169!421),,(872!1166),(1227!482),,,(1239!1623),(1185!1078)
1058,(660!610),(779!563),,(430!1698),,(1364!822),,,,(1233!2020),,,(523!1270),(244!1612),(1220!1488),(704!1467),,,,(1309!1236),,,,,,,,,(804!531),,(441!672),(169!422),,(886!1192),(1230!483),,,(1241!1624),(1188!1081)
1059,(660!610),(779!564),,(429!1698),,(1364!822),,,,(1234!2022),,,(527!1261),(244!1612),(1220!1488),(706!1470),,,,(1308!1233),,,,,,,,,(807!534),,(442!671),,,(890!1218),(1233!485),,,(1242!1626),(1191!1082)
1060,(659!613),(779!563),,(430!1696),,(1364!822),,,,(1235!2023),,,(531!1258),(244!1612),(1218!1488),(708!1471),,,,(1307!1231),,,,,,,,,(809!536),,(443!671),,,(888!1236),(1237!486),,,(1244!1626),(1194!1083)
1061,(656!614),(779!563),,(425!1695),,(1364!821),,,,(1234!2024),,,(534!1256),(245!1612),(1216!1488),(709!1470),,,,(1306!1230),,,,,,,,(1104!2079),(812!540),,(444!669),(170!425),,(890!1234),(1237!486),,,(1245!1626),(1196!1085)
1062,(654!614),(779!563),,(427!1695),,(1364!821),,,,(1235!2025),,,,(245!1612),(1214!1488),(710!1471),,,,(1306!1229),,,,,,,,(1108!2078),(813!543),,(444!669),(170!427),,(891!1234),(1238!487),,,(1246!1627),(1199!1087)
1063,(652!616),(778!562),,(423!1693),,(1362!821),,,,(1235!2024),,,(539!1253),(245!1613),(1210!1487),(709!1473),,,,(1305!1227),,,,,,,,(1108!2079),(813!545),,(446!668),(170!428),,(891!1235),(1242!489),,,(1249!1628),(1201!1089)
1064,(650!617),(778!563),,(424!1692),,(1363!821),,,,(1235!2025),,,,(246!1613),(1207!1486),(712!1475),,,,(1304!1226),,,,,,,,(1099!2079),(815!547),,(447!668),(170!429),,(891!1235),(1244!491),,,(1250!1629),(1204!1091)
1065,(648!617),(778!562),,(418!1691),,(1363!821),,,,(1234!2026),,,(535!1254),(244!1613),(1206!1486),(714!1475),,,,(1303!1224),,,,,,,,,(814!548),,(447!668),,,(891!1234),(1246!494),,,(1250!1630),(1205!1093)
1066,(645!618),(778!562),,(417!1690),,(1363!821),,,,(1233!2027),,,,(245!1613),(1206!1487),(714!1477),,,,(1302!1221),,,,,,,,(1104!2081),(818!551),,(448!667),(170!430),,(891!1234),(1249!493),,,(1254!1631),(1205!1094)
1067,(642!620),(778!563),,(417!1689),,(1363!821),,,,(1233!2027),,,(536!1254),(246!1612),(1205!1488),(715!1478),,,,(1302!1219),,,,,,,,,(820!553),,(449!666),,,(891!1235),(1250!492),,,(1255!1632),(1206!1095)
1068,(643!621),(778!562),,(414!1687),,(1363!821),,,,(1233!2028),,,,(247!1612),(1203!1487),(716!1478),,,,(1302!1218),,,,,,,,,(821!556),,(450!666),,,(891!1234),(1253!494),,,(1252!1633),(1206!1095)
1069,(641!622),(778!563),,(413!1686),,(1363!821),,,,(1233!2028),,,(536!1255),(245!1613),(1201!1485),(718!1479),,,,(1301!1218),,,,,,,,,(823!557),,(450!666),,,(891!1235),(1258!497),,,(1253!1635),(1206!1096)
1070,(638!625),(778!563),,(412!1685),,(1363!821),,,,(1234!2029),,,(535!1255),(249!1614),(1199!1484),(719!1481),,,,(1301!1218),,,,,,,,(1106!2080),(825!558),,(451!666),,,(890!1237),(1257!497),,,(1254!1635),(1207!1096)
1071,(637!627),(778!563),,(411!1684),,(1363!821),,,,(1236!2031),,,(534!1256),(251!1614),(1197!1483),(720!1483),,,,(1301!1216),,,,,,,,(1110!2081),(826!560),,(450!666),,,(888!1239),(1259!498),,,(1256!1636),(1207!1096)
1072,(635!627),(778!564),,(411!1684),,(1363!821),,,,(1237!2033),,,(535!1256),(252!1614),(1195!1482),(721!1484),,,,(1299!1215),,,,,,,,,(827!562),,(450!666),(171!443),,(886!1243),(1261!499),,,(1257!1637),(1207!1096)
1073,(635!628),(778!565),,(410!1684),,(1363!821),,,,(1238!2034),,,(535!1256),(255!1614),(1195!1482),(721!1484),,,,(1299!1213),,,,,,,,,(827!562),,(452!666),(172!445),,(884!1245),(1264!499),,,(1257!1638),(1207!1096)
1074,(635!629),(778!566),,(411!1682),,(1363!821),,,,(1239!2034),,,(534!1256),(258!1613),(1193!1482),(723!1484),,,,(1298!1212),,,,,,,,(1112!2080),(828!564),,(454!666),,,(883!1250),(1264!500),,,(1258!1639),(1207!1097)
1075,(633!629),(777!566),,(406!1680),,(1362!821),,,,(1239!2034),,,(533!1256),(259!1613),(1191!1483),(722!1486),,,,(1297!1210),,,,,,,,(1111!2080),(828!564),,(454!666),,,(881!1255),(1268!503),,,(1258!1639),(1207!1097)
1076,(631!630),(777!567),,(402!1677),,(1362!821),,,,(1239!2035),,,(533!1256),(259!1613),(1186!1482),(723!1487),,,,(1299!1208),,,,,,,,(1112!2081),(829!565),,(453!666),,,(879!1258),(1268!502),,,(1258!1640),(1208!1097)
1077,(629!631),(777!568),,(402!1677),,(1362!821),,,,(1240!2036),,,(534!1254),(258!1613),(1185!1481),(723!1489),,,,(1297!1206),,,,,,,,,(829!565),,(453!666),,,(878!1261),(1275!502),,,(1260!1640),(1208!1098)
1078,(627!633),(776!568),,(399!1676),,(1361!820),,,,(1240!2037),,,(540!1250),(261!1612),(1183!1480),(724!1489),,,,(1295!1204),,,,,,,,,(828!565),,(452!666),(171!451),,(878!1264),(1278!502),,,(1260!1641),(1209!1099)
1079,(626!634),(777!567),,(398!1676),,(1360!821),,,,(1240!2039),,,(538!1244),(261!1611),(1180!1478),(727!1490),,,,(1294!1203),,,,,,,,,(829!565),,(454!665),,,(878!1267),(1275!499),,,(1260!1641),(1211!1099)
1080,(625!634),(776!567),,(397!1675),,(1361!820),,,,(1240!2040),,,(545!1240),(261!1611),(1178!1477),(729!1491),,,,(1293!1201),,,,,,,,,(829!565),,(453!667),,,(878!1268),(1281!500),,,(1259!1641),(1211!1099)
1081,(625!635),(776!568),,(397!1675),,(1360!821),,,,(1242!2040),,,(553!1237),(263!1611),(1177!1476),(731!1492),,,,(1292!1200),,,,,,,,(1110!2082),(829!565),,(453!667),,,(882!1270),(1281!502),,,(1260!1641),(1212!1100)
1082,(624!634),(776!567),,(398!1674),,(1360!820),,,,(1242!2039),,,(559!1236),(263!1610),(1176!1474),(732!1493),,,,(1293!1198),,,,,,,,(1109!2079),(830!566),,(454!666),(170!456),,(882!1271),(1285!501),,,(1260!1641),(1214!1101)
