frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_111
26387,,,,,(348!1661),,,,,(809!621),,,,(202!1827),(198!1292),,(1408!150),(724!1136),,,,(69!699),,,,,,,(935!200),,,,,(67!1260),,,,,,,,,,,,,,,,,,,,,,,(234!1871),,,(252!1086),(769!1234),,,,,,,,,,,(146!1063),(73!1302),,(1391!142),(761!226),,,,,,,,(1000!183),(68!580),,,(1339!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26388,,,,,(348!1662),,,,,(806!620),,,,(203!1826),(198!1292),,,(723!1136),,,,(70!700),,,,,,,(935!200),,,,,(67!1260),,,,,,,,,,,,,,,,,,,,,,,(232!1871),,,(252!1086),(769!1235),,,,,,,,,,,(145!1062),(73!1302),,(1391!142),(761!225),,,,,,,,(1000!183),(68!580),,,(1339!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26389,,,,,(347!1662),,,,,(803!620),,,,(203!1827),(198!1292),,,(723!1136),,,,(70!700),,,,,,,(935!200),,,,,(67!1260),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(251!1086),(769!1235),,,,,,,,,,,(145!1063),(73!1302),,(1391!142),(762!229),,,,,,,,(1000!182),(67!580),,,(1339!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26390,,,,,(346!1666),,,,,(801!619),,,,(203!1826),(198!1291),,(1408!153),(723!1136),,,,,,,,,,,(935!200),,,,,(67!1261),,,,,,,,,,,,,,,,,,,,,,,(232!1871),,,(252!1086),(769!1235),,,,,,,,,,,(144!1063),(72!1302),,(1391!142),(999!183),,,,,,,,,(68!580),,,(1339!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26391,,,,,(347!1669),,,,,(799!618),,,,(202!1827),(198!1292),,,(724!1136),,,,,,,,,,,(935!201),,,,,(67!1260),,,,,,,,,,,(763!227),,,,,,,,,,,,(232!1871),,,(252!1086),(769!1235),,,,,,,,,,,(144!1064),(72!1302),,(1391!142),(999!182),,,,,,,,,(68!580),,,(1340!853),,,(583!1145),,,,,,,,,,,,,,,,,,,
26392,,,,,(347!1667),,,,,,,,,(204!1826),(198!1292),,,(723!1137),,,,(70!700),,,,,,,(934!200),,,,,(67!1260),,,,,,,,,,,(763!225),,,,,,,,,,,,(233!1871),,,(252!1086),(769!1235),,,,,,,,,,,(144!1063),(73!1302),,(1392!141),,,,,,,,,,(69!580),,,(1339!853),,,(583!1145),,,,,,,,,,,,,,,,,,,
26393,,,,,(346!1672),,(999!183),,,(794!617),,,,(202!1827),(198!1292),,(1409!153),(723!1136),,,,(70!700),,,,,,,(934!200),,,,,(67!1260),,,,,,,,,,,(763!225),,,,,,,,,,,,(233!1871),,,(252!1086),(769!1234),,,,,,,,,,,(144!1063),(73!1302),,(1392!141),,,,,,,,,,(68!580),,,(1339!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26394,,,,,(346!1674),,(999!184),,,,,,,(202!1826),(198!1292),,,(723!1137),,,,(70!700),,,,,,,(935!199),,,,,(67!1260),,,,,,,,,,,(763!227),,,,,,,,,,,,(235!1871),,,(252!1086),(769!1235),,,,,,,,,,,(143!1063),(73!1302),,(1392!142),,,,,,,,,,(69!580),,,(1339!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26395,,,,,(346!1675),,(1000!183),,,(790!619),,,,(203!1826),(198!1291),,,(723!1137),,,,(70!700),,,,,,,(935!200),,,,,(67!1261),,,,,,,,,,,(763!225),,,,,,,,,,,,(236!1870),,,(252!1086),(769!1235),,,,,,,,,,,(143!1064),(73!1302),,(1392!142),,,,,,,,,,(68!580),,,(1339!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26396,,,,,(203!1826),,(999!184),,,(789!617),,,,(234!1870),(198!1292),,(1406!147),(723!1137),,,,(69!700),,,,,,,(935!200),,,,,(67!1260),,,,,,,,,,,(763!225),,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(142!1065),(73!1302),,(1392!141),,,,,,,,,,(68!580),,,(1339!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26397,,,,,(202!1827),,(999!184),,,(786!620),,,,(236!1870),(198!1292),,(1406!148),(724!1136),,,,(70!700),,,,,,,(935!200),,,,,(67!1260),,,,,(345!1678),,,,,,(763!227),,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(142!1065),(73!1302),,(1392!142),,,,,,,,,,(68!581),,,(1339!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26398,,,,,(203!1826),,,,,(784!622),,,,(233!1871),(198!1292),,,(723!1136),,,,(70!700),,,,,,,(935!200),,,,,(67!1260),,,,,(345!1680),,,,,,(763!225),,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(140!1066),(74!1302),,,,,,,,,,,,(68!580),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26399,,,,,(202!1827),,,,,(781!623),,,,(233!1871),(198!1291),,(1406!148),(723!1137),,,,(70!700),,,,,,,(935!200),,,,,(67!1260),,,,,(345!1682),,,,,,(763!225),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(140!1066),(73!1302),,,,,,,,,,,,(68!581),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26400,,,,,(204!1826),,,,,,,,,(235!1869),(198!1292),,(1392!142),(723!1136),,,,(70!700),,,,,,,(935!201),,,,,(67!1260),,,,,(346!1683),,,,,,(763!225),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(138!1066),(73!1302),,,,,,,,,,,,(68!581),,,(1340!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26401,,,,,(202!1827),,,,,(776!623),,,,(236!1870),(198!1292),,(1391!141),(723!1137),,,,(70!700),,,,,,,(935!200),,,,,(68!1260),,,,,(346!1684),,,,,,,,,,,,,,,,,,,,,(251!1086),(769!1234),,,,,,,,,,,(138!1066),(73!1302),,,,,,,,,,,,(68!581),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26402,,,,,(203!1826),,,,,(774!623),,,,(236!1870),(198!1292),,,(723!1137),,,,(70!700),,,,,,,(936!201),,,,,(68!1260),,,,,(346!1685),,,,,,,,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(137!1067),(74!1302),,,,,,,,,,,,(70!581),,,(1339!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26403,,,,,(203!1826),,,,,(772!623),,,,(236!1870),(198!1292),,,(723!1136),,,,,,,,,,,(936!201),,,,,(68!1260),,,,,(346!1688),,,,,,,,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(137!1067),(73!1302),,,,,,,,,,,,(68!581),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26404,,,,,(202!1827),,,,,,,,,(236!1870),(198!1291),,(1406!143),(723!1136),,,,(70!700),,,,,,,(935!201),,,,,(68!1260),,,,,(346!1689),,,,,,(763!225),,,,,,,,,,,,,,,(251!1086),(769!1234),,,,,,,,,,,(135!1067),(73!1302),,(1392!142),,,,,,,,,,(68!581),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26405,,,,,(202!1827),,,,,,,,,(236!1870),(198!1291),,(1406!148),(723!1136),,,,(70!700),,,,,,,(935!201),,,,,(68!1261),,,,,(346!1692),,,,,,(763!224),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(135!1067),(73!1302),,(1392!141),,,,,,,,,,(69!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26406,,,,,(202!1827),,,,,(763!624),,,,(236!1870),(198!1291),,,(723!1136),,,,(70!700),,,,,,,(935!200),,,,,(68!1261),,,,,(344!1694),,,,,,(763!225),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(135!1068),(73!1302),,(1392!142),,,,,,,,,,(69!581),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26407,,,,,(203!1826),,,,,(761!624),,,,(236!1870),(198!1291),,,(723!1137),,,,(70!700),,,,,,,(935!200),,,,,(68!1260),,,,,(343!1695),,,,,,(763!225),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(134!1068),(72!1302),,(1394!142),,,,,,,,,,(70!581),,,(1338!850),,,(584!1146),,,,,,,,,,,,,,,,,,,
26408,,,,,(203!1826),,,,,(759!626),,,,(236!1869),(198!1292),,,(723!1136),,,,(70!700),,,,,,,(935!202),,,,,(67!1261),,,,,(343!1695),,,,,,,,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(132!1068),(73!1302),,(1408!137),,,,,,,,,,(71!581),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26409,,,,,(203!1827),,,,,(756!625),,,,(235!1870),(198!1291),,,(723!1136),,,,(70!700),,,,,,,(935!199),,,,,(67!1261),,,,,(342!1696),,,,,,(760!225),,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(132!1068),(73!1302),,(1408!145),(999!183),,,,,,,,,(68!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26410,,,,,(203!1827),,,,,(753!626),,,,(235!1870),(198!1291),,,(723!1137),,,,(70!700),,,,,,,(935!199),,,,,(67!1260),,,,,(342!1699),,,,,,(763!224),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(132!1068),(74!1302),,(1409!135),(1001!183),,,,,,,,,(68!581),,,(1338!850),,,(584!1145),,,,,,,,,,,,,,,,,,,
26411,,,,,(203!1827),,,,,(751!626),,,,(234!1870),(198!1291),,,(723!1137),,,,(70!700),,,,,,,(935!199),,,,,(67!1260),,,,,(342!1699),,,,,,(764!224),,,,,,,,,,,,,,,(251!1086),(769!1235),,,,,,,,,,,(132!1068),(73!1302),,(1392!141),(1001!183),,,,,,,,,(68!580),,,(1338!850),,,(584!1145),,,,,,,,,,,,,,,,,,,
26412,,,,,(203!1826),,,,,,,,,(236!1870),(198!1291),,,(723!1136),,,,(70!700),,,,,,,(935!200),,,,,(67!1261),,,,,(342!1700),,,,,,,,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(131!1068),(73!1302),,(1407!139),,,,,,,,,,(68!581),,,(1338!852),,,(584!1145),,,,,,,,,,,,,,,,,,,
26413,,,,,(203!1827),,,,,(745!625),,,,(236!1869),(197!1291),,,(723!1136),,,,(70!700),,,,,,,(935!199),,,,,(67!1260),,,,,(341!1701),,,,,,(763!224),,,,,,,,,,,,,,,(252!1086),(769!1235),,,,,,,,,,,(131!1068),(73!1302),,(1408!137),,,,,,,,,,(70!581),,,(1338!850),,,(584!1145),,,,,,,,,,,,,,,,,,,
26414,,,,,(203!1826),,,,,,,,,(236!1869),(197!1291),,(1392!141),(723!1136),,,,,,,,,,,(936!202),,,,,(67!1260),,,,,(341!1701),,,,,,,,,,,,,,,,,,,,,(251!1085),(769!1235),,,,,,,,,,,(131!1068),(73!1302),,(1407!140),,,,,,,,,,(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26415,,,,,(203!1827),,,,,(742!625),,,,(238!1869),(197!1291),,,(725!1136),,,,(70!700),,,,,,,(935!200),,,,,(67!1260),,,,,(340!1702),,,,,,(762!224),,,,,,,,,,,,,,,(251!1085),(769!1235),,,,,,,,,,,(132!1068),(73!1302),,(1392!141),,,,,,,,,,(68!580),,,(1339!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26416,,,,,(202!1828),,,,,,,,,(233!1871),(196!1291),,(1408!158),(724!1136),,,,,,,,,,,(935!199),,,,,(67!1260),,,,,(339!1703),,,,,(1217!188),(999!182),,,,,,,,,,,,,,,(251!1086),(769!1234),,,,,,,,,,,(131!1069),(73!1302),,(1392!141),,,,,,,,,,(67!581),,,(1339!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26417,,,,,(203!1827),,,,,(736!625),,,(367!184),(340!1704),(196!1291),,(1407!138),(724!1136),,,,,,,,,,,(935!199),,(768!226),,,(68!1258),,,,,,,,,,,(1000!182),,,,,,,,,,,,,,,(251!1086),(770!1234),,,,,,,,,,,(131!1069),(73!1302),,(1392!141),,,,,,,,,,(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26418,,,,,(200!1827),,,,,(734!625),,,(368!183),(340!1705),(196!1291),,,(724!1136),,,,,,,,,,,(935!199),,,,,(67!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1235),,,,(236!1869),,,,,,,(131!1069),(73!1302),,(1393!142),,,,,,,,,,(68!580),,,(1339!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26419,,,,,(201!1828),,,,,(733!624),,,,(340!1705),(196!1291),,,(724!1136),,,,(70!699),,,,,,,(935!199),,,,,(68!1261),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(771!1235),,,,,,,,,,,(130!1069),(72!1302),,,,,,,,,,,(999!182),(67!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26420,,,,,(201!1828),,,,,(732!627),,,,(339!1706),(196!1291),,,(724!1136),,,,(70!699),,,,,,,(935!199),,(766!228),,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1235),,,,(235!1869),,,,,,,(129!1070),(72!1302),,(1391!141),,,,,,,,,(1000!182),(68!579),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26421,,,,,(203!1828),,,,,(731!627),,,(370!184),(339!1706),(196!1290),,,(724!1136),,,,(70!699),,,,,,,(935!199),,(770!229),,,(68!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1235),,,,(238!1870),,,,,,,(130!1070),(72!1302),,,,,,,,,,,(999!181),(68!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26422,,,,,(201!1828),,,,,(729!628),,,(372!185),(339!1706),(196!1291),,(1406!137),(724!1137),,,,(70!699),,,,,,,(935!199),,(764!229),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1234),,,,(238!1870),,,,,,,(129!1070),(72!1302),,(1392!142),,,,,,,,,(998!181),(68!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26423,,,,,(201!1828),,,,,(727!628),,,,(339!1707),(196!1292),,,(723!1136),,,,(70!700),,,,,,,(935!199),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1235),,,,(236!1869),,,,,,,(129!1069),(72!1303),,(1392!142),,,,,,,,,(998!182),(68!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26424,,,,,(202!1829),,,,,(724!628),,,,(339!1707),(196!1292),,,(723!1136),,,,(70!700),,,,,,,(935!199),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1086),(771!1235),,,,(236!1869),,,,,,,(129!1069),(72!1302),,,,,,,,,,,(998!181),(68!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26425,,,,,(201!1828),,,,,,,,,(337!1707),(196!1291),,,(723!1136),,,,(70!700),,,,,,,(935!198),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1235),,,,(235!1869),,,,,,,(129!1070),(72!1303),,(1392!142),,,,,,,,,(998!182),(68!580),,,(1338!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26426,,,,,(201!1828),,,,,(720!627),,,,(338!1708),(196!1291),,(1405!139),(723!1136),,,,(70!700),,,,,,,(935!197),,(767!236),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(770!1235),,,,,,,,,,,(128!1069),(72!1303),,(1392!142),,,,,,,,,(998!182),(68!580),,,(1338!853),,,(585!1145),,,,,,,,,,,,,,,,,,,
26427,,,,,(201!1829),,,,,,,,,(337!1708),(196!1291),,,(723!1136),,,,(70!700),,,,,,,(935!199),,(770!237),,,(69!1257),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(771!1234),,,,,,,,,,,(129!1069),(72!1302),,(1407!137),,,,,,,,,(998!182),(68!580),,,(1338!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26428,,,,,(201!1828),,,,,,,,,(336!1709),(196!1291),,,(723!1136),,,,(70!699),,,,,,,(935!199),,(766!237),,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,(237!1869),,,(251!1086),(771!1234),,,,,,,,,,,(128!1069),(72!1302),,(1406!138),,,,,,,,,(998!182),(70!580),,,(1338!853),,,(584!1145),,,,,,,,,,,,,,,,,,,
26429,,,,,(201!1828),,,,,,,,(380!183),(337!1709),(196!1291),,,(723!1137),,,,,,,,,,,(935!197),,(765!237),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1085),(770!1234),,,,,,,,,,,(128!1070),(71!1302),,(1392!141),,,,,,,,,(998!182),(67!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26430,,,,,(201!1829),,,,,(713!627),,,,(337!1708),(196!1291),,,(723!1137),,,,(70!700),,,,,,,(935!196),,(765!236),,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1086),(771!1235),,,,,,,,,,,(128!1070),(72!1302),,(1392!141),,,,,,,,,(998!182),(67!580),,,(1338!851),,,(584!1145),,,,,,,,,,,,,,,,,,,
26431,,,,,(201!1829),,,,,(712!627),,,(382!184),(337!1709),(196!1291),,,(723!1136),,,,(70!700),,,,,,,(935!198),,(765!239),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,(237!1869),,,(251!1085),(771!1234),,,,,,,,,,,(127!1070),(72!1302),,,,,,,,,,,(998!182),(70!578),,,(1338!856),,,(584!1146),,,,,,,,,,,,,,,,,,,
26432,,,,,(201!1829),,,,,(710!627),,,,(336!1709),(195!1291),,(1406!139),(723!1137),,,,(10!659),,,,,,,(935!198),,(764!238),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,(236!1869),,,(251!1085),(771!1235),,,,,,,,,,,(127!1071),(72!1302),,,,,,,,,,,(998!182),(68!579),,,(1338!856),,,(584!1146),,,,,,,,,,,,,,,,,,,
26433,,,,,(201!1829),,,,,,,,(382!184),(336!1709),(196!1291),,(1407!136),(723!1136),,,,(70!700),,,,,,,(935!198),,(764!241),,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1085),(770!1235),,,,,,,,,,,(126!1071),(72!1303),,,,,,,,,,,(999!182),(67!580),,,(1338!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26434,,,,,(201!1829),,,,,,,,(384!183),(336!1710),(196!1291),,(1392!141),(723!1136),,,,,,,,,,,(935!198),,(762!240),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,(238!1869),,,(252!1085),(770!1235),,,,,,,,,,,(126!1071),(72!1302),,,,,,,,,,,(998!182),(66!580),,,(1338!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26435,,,,,(201!1829),,,,,,,,(386!183),(336!1710),(195!1291),,(1407!149),(724!1136),,,,,,,,,,,(935!197),,(763!244),,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,(236!1869),,,(252!1086),(771!1235),,,,,,,,,,,(125!1071),(72!1302),,,,,,,,,,,(998!182),(68!580),,,(1338!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26436,,,,,(201!1828),,,,,,,,,(335!1711),(196!1291),,,(724!1136),,,,,,,,,,,(935!198),,(763!244),,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,(236!1869),,,(251!1085),(771!1235),,,,,,,,,,,(125!1071),(72!1302),,,,,,,,,,,(998!182),(67!580),,,(1338!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26437,,,,,(201!1828),,,,,(703!626),,,(387!183),(335!1712),(195!1291),,,(724!1136),,,,(69!699),,,,,,,(935!198),,,,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(251!1085),(770!1235),,,,,,,,,,,(124!1072),(72!1303),,,,,,,,,,,(763!244),(68!580),,,(1338!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26438,,,,,(201!1828),,,,,(701!626),,,,(335!1712),(195!1291),,,(724!1136),,,,(70!699),,,,,,,(935!199),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,(236!1869),,,(252!1085),(771!1235),,,,,,,,,,,(123!1072),(72!1303),,,,,,,,,,,(763!247),(68!580),,,(1338!850),,,(584!1146),,,,,,,,,,,,,,,,,,,
26439,,,,,(202!1828),,,,,(700!624),,,,(335!1712),(195!1291),,(1408!136),(725!1136),,,,,(998!183),,,,,,(935!199),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1086),(770!1235),,,,,,,,,,,(122!1072),(72!1302),,,,,,,,,,,(765!249),(68!580),,,,,,(584!1146),,,,,,,,,,,,,,,,,,,
26440,,,,,(202!1828),,,,,(698!623),,,,(334!1713),(195!1291),,(1405!139),(724!1136),,,,,(998!183),,,,,,(935!199),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,(236!1869),,,(252!1086),(771!1235),,,,,,,,,,,(122!1072),(72!1303),,(1391!143),,,,,,,,,(765!250),(67!580),,,(1338!850),,,(584!1145),,,,,,,,,,,,,,,,,,,
26441,,,,,(202!1828),,,,,(695!622),,,,(335!1713),(195!1291),,(1407!137),(724!1136),,,,,(999!182),,,,,,(935!199),,,,,(69!1258),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1086),(770!1235),,,,,,,,,,,(122!1072),(72!1303),,,,,,,,,,,(765!252),(68!580),,,(1338!849),,,(584!1145),,,,,,,,,,,,,,,,,,,
26442,,,,,(202!1829),,,,,(693!621),,,,(335!1714),(195!1291),,(1406!140),(724!1136),,,,,(999!182),,,,,,(935!199),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1086),(771!1235),,,,,,,,,,,(122!1072),(72!1302),,(1392!141),,,,,,,,,(765!253),(68!580),,,(1338!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26443,,,,,(201!1829),,,,,(692!621),,,,(335!1715),(196!1291),,(1406!148),(725!1136),,,,,(999!182),,,,,,(935!199),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1086),(771!1235),,,,,,,,,,,(121!1072),(72!1302),,(1392!142),,,,,,,,,(765!254),(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26444,,,,,(201!1829),,,,,(690!620),,,,(334!1715),(196!1292),,(1408!142),(724!1136),,,,(70!700),(999!182),,,,,,(935!199),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1086),(771!1235),,,,,,,,,,,(121!1072),(72!1302),,,,,,,,,,,(764!256),(68!579),,,(1339!852),,,(585!1147),,,,,,,,,,,,,,,,,,,
26445,,,,,(201!1828),,,,,(688!620),,,,(335!1715),(195!1292),,(1406!142),(725!1136),,,,(70!699),(999!182),,,,,,(935!200),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,(236!1870),,,(252!1086),(770!1235),,,,,,,,,,,(121!1072),(72!1302),,,,,,,,,,,(764!257),(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26446,,,,,(202!1828),,,,,(687!619),,,,(333!1715),(195!1291),,(1408!141),(724!1136),,,,,(999!182),,,,,,(935!199),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,(233!1871),,,(252!1086),(771!1235),,,,,,,,,,,(121!1072),(72!1302),,,,,,,,,,,(764!259),(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26447,,,,,(202!1828),,,,,(684!618),,,,(334!1716),(195!1291),,(1407!148),(724!1136),,,,,(999!182),,,,,,(936!203),,,,,(68!1259),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(251!1086),(771!1235),,,,,,,,,,,(121!1072),(76!1303),,,,,,,,,,,(764!262),(68!580),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26448,,,,,(201!1829),,,,,(684!617),,,,(334!1717),(196!1291),,(1406!140),(724!1136),,,,(70!700),(999!182),,,,,,(935!203),,,,,(68!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1086),(771!1235),,,,,,,,,,,(121!1072),(73!1302),,,,,,,,,,,(764!264),(68!580),,,(1339!852),,,(584!1147),,,,,,,,,,,,,,,,,,,
26449,,,,,(201!1829),,,,,,,,,(334!1718),(195!1291),,(1406!144),(724!1135),,,,(70!700),(999!182),,,,,,(935!200),,,,,(68!1258),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(251!1085),(771!1235),,,,,,,,,,,(121!1072),(74!1302),,,,,,,,,,,(764!265),(67!580),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26450,,,,,(201!1828),,,,,(683!615),,,,(334!1718),(195!1291),,(1408!147),(724!1135),,,,(70!700),(999!182),,,,,,(935!200),,,,,(68!1260),,,,,,,,,,,,,,,,,,,,,,,(235!1870),,,(252!1086),(771!1235),,,,,,,,,,,(121!1072),(73!1302),,,,,,,,,,,(764!265),(70!579),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26451,,,,,(200!1828),,,,,(683!615),,,,(334!1718),(195!1291),,(1406!140),(723!1136),,,,(70!700),(998!183),,,,,,(936!202),,,,,(68!1258),,,,,,,,,,,,,,,,,,,,,,,(234!1871),,,(252!1086),(771!1235),,,,,,,,,,,(120!1072),(73!1302),,,,,,,,,,,(763!267),(67!580),,,,,,(584!1146),,,,,,,,,,,,,,,,,,,
26452,,,,,(201!1828),,,,,(683!614),,,,(334!1719),(195!1291),,(1405!144),(723!1136),,,,(70!700),(999!182),,,,,,(934!202),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,(234!1871),,,(252!1085),(770!1235),,,,,,,,,,,(120!1072),(72!1302),,,,,,,,,,,(765!270),(68!580),,,,,,(584!1146),,,,,,,,,,,,,,,,,,,
26453,,,,,(201!1828),,,,,(683!613),,,,(335!1720),(195!1291),,(1405!140),(723!1136),,,,(70!699),(998!184),,,,,,(935!198),,,,,(68!1259),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(252!1085),(770!1235),,,,,,,,,,,(121!1072),(72!1302),,,,,,,,,,,(766!272),(67!580),,,(1338!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26454,,,,,(200!1828),,,,,(682!612),,,,(334!1721),(195!1291),,(1405!140),(723!1137),,,,,(998!183),,,,,,(935!198),,,,,(69!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(771!1235),,,,,,,,,,,(121!1071),(72!1302),,,,,,,,,,,(766!275),(67!580),,,(1338!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
