frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19
2311,,(1680!733),(1753!952),(1780!113),(1663!1260),(1632!431),(1667!1219),,,(1228!941),(1411!580),,,(1748!294),(1631!1135),(568!592),,(1585!998),,
2312,,(1680!732),(1753!936),(1748!294),(1663!1260),(1632!430),(1667!1220),,,(1228!941),(1411!580),,,(1780!111),(1634!1136),(568!592),,(1585!1004),,
2313,,(1680!732),(1750!936),(1752!497),(1662!1259),(1632!430),(1668!1221),,,(1228!940),(1410!580),,,(1748!294),(1635!1135),(568!592),,(1585!1007),,
2314,,(1680!732),(1752!950),(1718!622),(1663!1260),(1411!580),(1671!1222),,,(1229!935),(1287!806),,,(1632!430),(1639!1137),(568!593),,(1584!1005),,
2315,,(1680!732),(1752!953),(1719!624),(1662!1260),(1411!581),(1674!1224),,,(1287!806),(1229!935),,,(1748!295),(1641!1137),(572!596),,(1584!1011),,
2316,,(1680!732),(1753!935),(1718!626),(1662!1259),(1411!581),(1676!1225),,,(1287!806),(1228!941),,,(1748!295),(1642!1139),(568!592),,(1585!1014),,
2317,,(1680!732),(1752!936),(1718!628),(1662!1259),(1411!581),(1677!1226),,,(1286!806),(1228!941),,,(1748!295),(1645!1139),(568!592),,(1586!1017),,
2318,,(1680!732),(1719!631),(1752!508),(1661!1260),(1411!580),(1679!1227),,,(1287!806),(1228!941),,,(1780!115),(1158!831),(568!593),,(1587!1019),,
2319,,(1679!732),(1720!633),(1751!505),(1661!1260),(1411!579),(1682!1228),,,(1287!806),(1228!941),,,(1780!115),(1158!831),(568!591),,(1588!1020),,
2320,,(1680!732),(1721!636),(1752!506),(1661!1259),(1411!573),(1684!1229),,,(1287!806),(1229!935),,,(1780!113),(1158!831),(568!593),,(1590!1023),,
2321,,(1680!732),(1721!638),(1753!506),(1661!1260),(1195!177),(1686!1230),,,(1411!573),(1228!941),,,(1780!127),(1288!806),(568!592),,(1654!1144),,
2322,,(1680!732),(1721!640),(1640!442),(1661!1260),(1195!176),(1687!1232),,,(1411!579),(1228!941),,,(1750!293),(1287!806),(571!596),,(1589!1027),,
2323,,(1680!732),(1722!642),(1644!447),(1661!1260),(1195!176),(1691!1232),,,(1411!579),(1228!941),,,(1747!510),(1287!806),(571!596),,(1587!1027),,
2324,,(1680!732),(1723!644),(1747!512),(1661!1262),(1158!831),(1692!1234),,,(1411!579),(1228!941),,,(1752!939),(1287!806),(572!596),,(1588!1032),,
2325,,(1680!732),(1723!647),(1748!512),(1661!1260),(1160!840),(1695!1236),,,(1411!579),(1228!941),,,(1661!1148),(1286!806),(571!596),,(1587!1030),,
2326,,(1680!732),(1724!649),(1749!514),(1661!1261),(1158!834),(1697!1237),,,(1411!578),(1227!941),,,(1662!1148),(1286!806),(571!596),,(1590!1036),,
2327,,(1680!732),(1722!646),(1650!456),(1661!1261),(1169!834),(1699!1238),,,(1411!577),(1228!941),,,(1663!1150),(1286!806),(570!596),,(1588!1038),,
2328,,(1680!732),(1726!654),(1750!523),(1661!1261),(1158!831),(1700!1239),,,(1410!577),(1229!935),,,(1664!1150),(1286!806),(571!596),,(1589!1041),,
2329,,(1680!732),(1727!655),(1649!457),(1661!1260),(1159!833),(1701!1241),,,(1411!578),(1229!935),,,(1666!1150),(1286!806),(571!596),,(1589!1044),,
2330,,(1679!732),(1727!658),(1747!521),(1661!1260),(1159!831),(1704!1239),,,(1410!577),(1229!935),,,(1668!1150),(1286!806),(571!596),,(1592!1046),,
2331,,(1680!732),(1728!660),(1749!527),(1661!1260),(1159!831),(1707!1240),,,(1410!577),(1229!935),,,(1668!1149),(1286!806),(571!596),,(1593!1047),,
2332,,(1680!732),(1729!662),(1748!523),(1661!1261),(1159!831),(1709!1241),,,(1411!577),(1229!935),,,(1469!1327),(1286!806),(571!596),,(1592!1049),,
2333,,(1680!732),(1730!663),(1748!524),(1661!1260),(1159!831),(1711!1242),,,(1411!576),(1229!935),,,(1469!1327),(1286!806),(571!596),,(1594!1053),,
2334,,(1680!732),(1730!665),(1748!532),(1661!1261),(1158!831),(1713!1242),,,(1411!573),(1229!935),,,(1468!1331),(1286!806),(571!596),,(1593!1055),,
2335,,(1680!732),(1752!612),(1748!528),(1661!1261),(1158!831),(1715!1243),,,(1411!576),(1229!935),,,(1468!1327),(1286!806),(571!596),,(1592!1059),,
2336,,(1417!577),(1736!667),(1748!530),(1661!1262),(1286!806),(1718!1245),,,(1780!109),(1229!935),,,(1468!1327),(1195!176),(571!596),,(1680!732),,
2337,,(1417!575),(1680!732),(1748!531),(1661!1262),(1286!806),(1720!1247),,,(1780!109),(1228!941),,,(1468!1327),(1169!831),(571!596),,(1755!578),,
2338,,(1417!578),(1679!732),(1748!534),(1661!1261),(1286!806),(1722!1247),,,(1780!114),(1229!935),,,(1468!1327),(946!1317),(571!596),,(1749!290),,
2339,,(1417!576),(1679!732),(1749!533),(1661!1262),(1286!806),(1724!1247),,,(1780!114),(1229!935),,,(1469!1327),(943!1318),(571!596),,(1750!291),,
2340,,(1411!577),(1679!732),(1749!553),(1660!1261),(1286!806),(1727!1248),,,(1780!113),(1229!935),,,(1469!1328),(1168!831),(571!596),,(1576!127),,
2341,,(1411!577),(1679!732),(1749!290),(1660!1262),(1286!806),(1727!1251),,,(1780!114),(1229!935),,,(1468!1327),(1168!831),(571!596),,(1780!167),,
2342,,(1411!576),(1679!733),(1575!128),(1660!1261),(1286!806),(1727!1252),,,(1780!113),(1229!935),,,(1595!1074),(1169!831),(571!596),,(1675!484),,
2343,,(1780!73),(1676!731),(1573!129),(1661!1261),(1286!806),(1726!1253),,,(1780!113),(1229!935),,,(1596!1076),(1417!576),(571!596),,(1726!668),,
2344,,(1780!74),(1676!731),(1751!292),(1661!1262),(1286!806),(1726!1253),,,(1780!113),(1229!935),,,(1598!1078),(1750!543),(572!596),,(1722!665),,
2345,,(1411!576),(1675!731),(1755!549),(1661!1261),(1286!806),(1727!1254),,,(1572!129),(1229!935),,,(1600!1081),(1755!616),(571!596),,(1727!668),,
2346,,(1417!578),(1674!731),(1750!937),(1666!1266),(1288!806),(1726!1256),,,(1570!129),(1229!936),,,(1600!1083),(1750!286),(571!596),,(1722!665),,
2347,,(1411!577),(1673!730),(1727!1259),(1661!1260),(1288!806),(1669!1147),,,(1780!111),(1229!935),,,(1599!1087),(1780!74),(572!596),,(1722!665),,
2348,,(1411!577),(1673!730),(1727!1262),(1666!1266),(1287!806),(1668!1146),,,(1780!111),(1228!941),,,(1599!1090),(1692!503),(571!596),,(1728!668),,
2349,,(1411!578),(1672!729),(1726!1262),(1666!1266),(1287!806),(1752!937),,,(1780!110),(1229!935),,,(1600!1092),(1758!903),(571!596),,(1723!665),,
2350,,(1411!573),(1672!728),(1724!1266),(1666!1265),(1287!806),(1749!935),,,(1752!288),(1229!936),,,(1601!1095),(1669!1147),(568!593),,(1755!619),,
2351,,(1416!572),(1671!727),(1723!1267),(1661!1261),(1287!806),(1753!951),,,(1698!511),(1229!936),,,(1602!1096),(1670!1147),(568!593),,(1726!667),,
2352,,(1411!577),(1671!727),(1721!1269),(1661!1261),(1287!807),(1754!617),,,(1701!514),(1228!941),,,(1602!1099),(1169!831),(568!593),,(1754!538),,
2353,,(1195!177),(1671!726),(1721!1269),(1661!1261),(1411!573),(1780!113),,,(1705!516),(1228!941),,,(1603!1101),(1287!807),(568!592),,(1753!544),,
2354,,,(1670!726),(1721!1271),(1660!1261),(1411!586),(1780!113),,,(1708!519),(1228!941),,,(1606!1104),(1287!807),(568!593),,(1751!286),,
2355,,,(1669!725),(1722!1272),(1661!1261),(1411!574),,,,,(1228!941),,,(1608!1106),(1287!807),(568!593),,(1751!285),,
2356,,,(1667!724),(1721!1276),(1661!1261),(1411!586),,,,,(1228!941),,,(1609!1108),(1287!806),(568!593),,(1751!284),,
2357,,,(1665!723),(1721!1277),(1661!1261),(1416!573),(1780!113),,,(1752!935),(1229!936),,,(1610!1110),(1287!806),(568!593),,(1751!285),,
2358,,,(1663!722),(1722!1277),(1667!1265),(1411!573),(1195!177),,,(1753!952),(1229!936),,,(1610!1112),(1287!807),(568!592),,(1717!529),,
2359,,,(1661!721),(1722!1278),(1666!1267),(1410!574),,,,(1680!1152),(1229!936),,,(1609!1116),(1287!806),(568!592),,(1719!532),,
2360,,,(1659!719),(1722!1278),(1661!1261),(1410!574),,,,(1467!1327),(1228!941),,,(1610!1118),(1287!807),(572!596),,(1756!573),,
2361,,,(1658!718),(1722!1278),(1661!1261),(1410!575),,,,(1467!1327),(1228!941),,,(1608!1115),(1286!807),(568!592),,(1751!285),,
2362,,,(1657!718),(1722!1279),(1666!1266),(1411!583),,,,(1468!1327),(1229!936),,,(1612!1122),(1286!807),(568!593),,(1743!627),,
2363,,,(1655!714),(1722!1279),(1661!1262),(1410!584),,,,(1468!1327),(1227!941),,,(1534!1350),(1286!807),(568!593),,(1612!1124),,
2364,,,(1654!712),(1721!1279),(1661!1261),(1410!574),,,,(1468!1327),(1228!941),,,(1614!1125),(1286!807),(568!593),,,,
2365,,,(1651!710),(1722!1279),(1666!1266),(1410!574),,,,(1468!1328),(1228!941),,,(1614!1128),(1286!806),(568!593),,,,
2366,,,(1650!709),(1721!1279),(1661!1261),(1416!575),,,,(1169!831),(1227!941),,,(1752!935),(1287!806),(568!592),,,,
2367,,,(1649!708),(1721!1279),(1661!1261),(1195!176),,,,(1287!806),(1228!941),,,(1617!1132),(1751!283),(568!592),,,,
2368,,,(1648!707),(1722!1279),(1661!1261),(1195!176),,,,(1287!806),(1229!936),,,(1620!1134),(1731!541),(568!592),,,,
2369,,,(1645!707),(1721!1277),(1661!1260),(1195!177),,,,(1287!806),(1227!941),,,(1621!1136),(1755!574),(571!596),,,,
2370,,,(1643!707),(1719!1276),(1661!1261),(1195!177),,,,(1287!806),(1228!941),,,(1622!1138),(1726!540),(568!591),,,,
2371,,,(1639!706),(1719!1271),(1662!1261),(1780!119),,,,(1288!806),(1228!941),,,(1622!1140),(1756!583),(568!592),,,,
2372,,,(1637!705),(1719!1271),(1662!1261),(1780!70),,,,(1288!806),(1229!935),,,(1623!1143),(1755!598),(568!592),,,,
2373,,,(1635!703),(1719!1270),(1662!1261),(1780!70),,,,(1287!807),(1228!941),,,(1624!1145),(1754!592),(568!593),,,,
2374,,,(1634!700),(1717!1267),(1661!1261),(1752!284),,,,(1288!806),(1229!936),,,(1624!1147),(1410!573),(568!592),,,,
2375,,,(1632!698),(1717!1265),(1661!1261),(1749!600),,,,(1287!806),(1227!941),,,(1624!1148),(1411!574),(571!596),,,,
2376,,,(1630!696),(1716!1265),(1661!1261),(1410!574),,,,(1287!806),(1228!941),,,(1624!1149),(1169!831),(568!592),,,,
2377,,,(1629!694),(1715!1264),(1662!1261),(1410!573),,,,(1287!806),(1227!941),,,(1624!1150),(1169!831),(568!593),,,,
2378,,,(1626!693),(1715!1262),(1662!1260),(1410!573),,,,(1285!801),(1229!935),,,(1625!1152),(1169!831),(570!596),,,,
2379,,,(1625!693),(1701!1268),(1662!1261),(1410!573),,,,(1286!806),(1229!935),,,(1626!1154),(1195!176),(571!597),,,,
2380,,,(1624!690),(1714!1261),(1662!1260),(1410!573),,,,(1285!801),(1229!935),,,(1626!1155),(1747!586),(568!592),,,,
2381,,,(1622!689),(1700!1266),(1662!1261),(1410!573),,,,(1285!801),(1228!941),,,(1625!1157),(1749!934),(571!596),,,,
2382,,,(1621!688),(1715!1260),(1662!1261),(1410!573),,,,(1286!807),(1228!941),,,(1626!1159),(1688!1167),(571!596),,,,
2383,,,(1619!687),(1714!1258),(1662!1261),(1410!573),,,,(1286!801),(1229!936),,,(1627!1160),(1468!1328),(571!596),,,,
2384,,,(1616!686),(1713!1256),(1661!1261),(1410!574),,,,(1285!801),(1228!941),,,(1627!1161),(1468!1327),(571!596),,,,
2385,,,(1614!684),(1714!1253),(1662!1261),(1410!574),,,,(1286!801),(1228!941),,,(1628!1163),(1468!1328),(571!596),,,,
2386,,,(1612!682),(1714!1253),(1676!1267),(1410!575),,,,(1285!806),(1229!936),,,(1628!1165),(1468!1328),(571!596),,,,
2387,,,(1611!679),(1713!1252),(1662!1261),(1409!574),,,,(1284!806),(1228!941),,,(1627!1168),(1468!1328),(571!596),,,,
2388,,,(1611!678),(1699!1261),(1661!1262),(1410!575),,,,(1285!806),(1229!936),,,(1627!1170),(1468!1328),(570!596),,,,
2389,,,(1610!676),(1713!1250),(1661!1262),(1410!575),,,,(1285!806),(1228!941),,,(1627!1172),(1468!1328),(570!596),,,,
2390,,,(1607!674),(1713!1250),(1663!1263),(1415!575),,,,(1285!806),(1229!936),,,(1627!1175),(1468!1328),(571!597),,,,
2391,,,(1606!672),(1715!1251),(1663!1261),(1416!575),,,,(1285!806),(1229!936),,,(1627!1175),(1468!1328),(571!596),,,,
2392,,,(1605!670),(1715!1249),(1664!1262),(1410!575),,,,(1285!806),(1229!935),,,(1625!1178),(1468!1328),(570!596),,,,
2393,,,(1604!669),(1717!1247),(1664!1263),(1410!575),,,,(1285!806),(1229!936),,,(1626!1181),(1468!1328),(570!597),,,,
2394,,,(1603!668),(1717!1247),(1664!1263),(1410!575),,,,(1285!807),(1229!936),,,(1628!1183),(1468!1328),(568!593),,,,
2395,,,(1603!666),(1718!1243),(1664!1263),(1410!575),,,,(1284!806),(1229!936),,,(1628!1185),(1468!1328),(571!597),,,,
2396,,,(1602!665),(1719!1241),(1665!1263),(1410!573),,,,(1285!806),(1229!935),,,(1630!1186),(1468!1328),(571!596),,,,
2397,,,(1602!663),(1720!1240),(1665!1264),(1410!575),,,,(1285!806),(1229!935),,,(1630!1185),(1158!832),(568!593),,,,
2398,,,(1606!668),(1720!1237),(1665!1263),(1410!575),,,,(1285!806),(1229!936),,,(1630!1187),(1158!832),(571!596),,,,
2399,,,(1601!662),(1721!1236),(1665!1263),(1410!575),,,,(1286!806),(1229!936),,,(1629!1187),(1170!832),(571!596),,,,
2400,,,(1602!662),(1720!1236),(1665!1263),(1410!575),,,,(1288!806),(1229!936),,,(1629!1190),(1169!840),(571!596),,,,
2401,,,(1602!662),(1720!1231),(1665!1263),(1410!585),,,,(1288!806),(1229!936),,,(1627!1190),(1161!840),(571!596),,,,
2402,,,(1603!662),(1719!1233),(1665!1263),(1410!575),,,,(1287!807),(1228!941),,,(1627!1192),(1158!831),(567!593),,,,
2403,,,(1604!662),(1719!1230),(1665!1263),(1410!577),,,,(1287!806),(1229!936),,,(1628!1193),(1169!831),(571!596),,,,
2404,,,(1604!662),(1719!1227),(1665!1263),(1410!575),,,,(1287!806),(1227!941),,,(1628!1193),(1158!831),(570!596),,,,
2405,,,(1604!661),(1719!1227),(1665!1264),(1410!575),,,,(1287!806),(1229!936),,,(1628!1195),(1158!831),(567!593),,,,
2406,,,(1604!660),(1717!1226),(1665!1263),(1410!573),,,,(1287!806),(1229!936),,,(1627!1195),(1169!831),(571!595),,,,
2407,,,(1751!620),(1717!1223),(1666!1264),(1410!573),,,,(1751!287),(1229!936),,,(1627!1191),(1604!663),(570!596),,,,
2408,,,(1750!611),(1717!1223),(1667!1264),(1410!573),,,,(1751!288),(1229!936),,,(1626!1196),(1605!663),(568!593),,,,
2409,,,(1750!614),(1715!1221),(1666!1264),(1410!585),,,,(1471!119),(1229!936),,,(1626!1197),(1605!661),(570!596),,,,
2410,,,(1750!614),(1714!1221),(1667!1264),(1410!584),,,,,(1228!942),,,(1626!1198),(1605!663),(571!596),,,,
2411,,,(1755!625),(1713!1218),(1667!1264),(1410!574),,,,(1195!177),(1228!941),,,(1627!1200),(1605!662),(570!596),,,,
2412,,,(1756!621),(1712!1217),(1667!1264),(1409!574),,,,(1195!178),(1227!941),,,(1628!1201),(1605!662),(570!596),,,,
2413,,,(1755!624),(1710!1216),(1667!1265),(1409!574),,,,(1779!70),(1227!941),,,(1627!1201),(1605!660),(571!596),,,,
2414,,,(1747!619),(1709!1214),(1667!1265),(1409!575),,,,(1751!287),(1229!936),,,(1627!1202),(1605!662),(568!593),,,,
2415,,,(1748!617),(1707!1213),(1667!1267),(1409!574),,,,(1605!662),(1227!941),,,(1627!1203),(1287!807),(571!596),,,,
2416,,,(1748!625),(1706!1210),(1667!1265),(1409!574),,,,(1287!807),(1227!941),,,(1626!1203),(1159!831),(570!595),,,,
2417,,,(1747!617),(1703!1209),(1668!1264),(1409!585),,,,(1287!807),(1228!941),,,(1627!1203),(1159!831),(570!596),,,,
2418,,,(1750!617),(1702!1208),(1672!1268),(1409!574),,,,(1287!807),(1228!941),,,(1628!1204),(1159!831),(572!596),,,,
2419,,,(1747!618),(1698!1206),(1668!1267),(1410!583),,,,(1288!807),(1229!941),,,(1628!1205),(1159!831),(571!596),,,,
2420,,,(1747!618),(1699!1206),(1668!1267),(1414!583),,,,(1287!807),(1227!941),,,(1625!1207),(1159!831),(571!596),,,,
2421,,,(1747!616),(1697!1204),(1668!1266),(1606!664),,,,(1748!291),(1229!940),,,(1625!1209),(1414!582),(570!595),,,,
2422,,,(1747!625),(1697!1204),(1669!1266),(1748!657),,,,(1780!70),(1229!941),,,(1624!1212),(1413!581),(571!596),,,,
2423,,,(1610!669),(1697!1202),(1668!1265),(1748!598),,,,(1195!178),(1228!941),,,(1624!1212),(1413!581),(570!595),,,,
2424,,,(1608!665),(1696!1200),(1668!1265),(1750!612),,,,(1195!176),(1227!940),,,(1624!1213),(1413!576),(570!596),,,,
2425,,,(1606!665),(1696!1201),(1669!1268),(1750!619),,,,(1434!116),(1227!941),,,(1624!1213),(1412!581),(570!596),,,,
2426,,,(1606!664),(1695!1201),(1669!1265),(1749!620),,,,(1749!655),(1227!940),,,(1624!1215),(1410!581),(570!595),,,,
2427,,,(1606!667),(1695!1201),(1668!1266),(1746!613),,,,(1752!936),(1229!936),,,(1624!1217),(1410!581),(571!595),,,,
2428,,,(1609!669),(1695!1201),(1668!1266),(1746!614),,,,(1662!1210),(1230!936),,,(1625!1218),(1410!583),(571!595),,,,
2429,,,(1605!664),(1695!1200),(1669!1266),(1745!620),,,,(1468!1328),(1230!936),,,(1624!1219),(1410!581),(568!592),,,,
2430,,,(1604!664),(1695!1198),(1669!1266),(1745!619),,,,(1468!1328),(1230!936),,,(1624!1221),(1410!576),(568!592),,,,
2431,,,(1607!668),(1694!1196),(1668!1266),(1745!610),,,,(1468!1327),(1230!936),,,(1625!1223),(1410!581),(571!596),,,,
2432,,,(1602!663),(1692!1193),(1669!1266),(1746!610),,,,(1468!1328),(1229!936),,,(1626!1224),(1411!581),(571!596),,,,
2433,,,(1602!662),(1693!1197),(1669!1266),(1746!614),,,,(1468!1328),(1230!936),,,(1626!1224),(1411!576),(571!596),,,,
2434,,,(1602!661),(1693!1196),(1669!1266),(1746!614),,,,(1468!1327),(1227!941),,,(1626!1226),(1410!576),(571!596),,,,
2435,,,(1601!663),(1688!1188),(1669!1266),(1746!612),,,,(1468!1328),(1228!941),,,(1625!1229),(1410!581),(568!592),,,,
2436,,,(1601!662),(1686!1186),(1668!1265),(1747!593),,,,(1469!1328),(1227!936),,,(1625!1229),(1410!581),(568!592),,,,
2437,,,(1602!662),(1687!1184),(1669!1266),(1752!548),,,,(1469!1328),(1228!936),,,(1622!1232),(1410!581),(568!592),,,,
2438,,,(1602!662),(1685!1182),(1669!1265),(1748!621),,,,(1469!1328),(1229!940),,,(1619!1234),(1411!582),(571!596),,,,
2439,,,(1602!662),(1683!1180),(1669!1266),(1748!620),,,,(1469!1328),(1230!936),,,(1620!1229),(1410!582),(571!596),,,,
2440,,,(1602!663),(1682!1179),(1669!1266),(1762!562),,,,(1469!1328),(1228!940),,,(1619!1230),(1410!582),(568!592),,,,
2441,,,(1602!662),(1679!1179),(1668!1264),(1730!284),,,,(1286!807),(1229!936),,,(1619!1235),(1410!582),(568!592),,,,
2442,,,(1607!668),(1678!1176),(1669!1267),(1780!131),,,,(1286!807),(1227!941),,,(1619!1231),(1410!582),(568!592),,,,
2443,,,(1602!663),(1675!1175),(1668!1266),,,,,(1286!807),(1228!941),,,(1618!1230),(1410!581),(571!595),,,,
2444,,,(1602!663),(1673!1173),(1668!1266),(1398!95),,,,(1288!807),(1229!941),,,(1618!1231),(1410!581),(571!596),,,,
2445,,,(1602!667),(1672!1171),(1669!1267),,,,,(1289!807),(1229!936),,,(1618!1231),(1410!581),(571!596),,,,
2446,,,(1602!666),(1669!1168),(1667!1264),,,,,(1288!808),(1227!941),,,(1618!1231),(1410!582),(571!596),,,,
2447,,,(1607!669),(1666!1166),(1669!1266),,,,,(1287!807),(1227!940),,,(1618!1238),(1410!581),(571!596),,,,
2448,,,(1602!669),(1664!1164),(1668!1266),,,,,(1287!807),(1227!940),,,(1618!1240),(1409!576),(571!596),,,,
2449,,,(1602!664),(1663!1162),(1669!1267),,,,,(1287!807),(1227!940),,,(1619!1241),(1410!583),(571!596),,,,
2450,,,(1603!665),(1661!1160),(1669!1267),,,,,(1287!807),(1227!940),,,(1620!1242),(1410!574),(568!592),,,,
2451,,,(1602!665),(1659!1159),(1669!1267),,,,,(1286!808),(1227!940),,,(1619!1242),(1410!583),(571!596),,,,
2452,,,(1602!665),(1658!1159),(1669!1267),,,,,(1287!808),(1227!940),,,(1619!1242),(1410!583),(568!592),,,,
2453,,,(1602!665),(1656!1157),(1669!1267),,,,,(1286!808),(1229!935),,,(1620!1242),(1410!582),(568!592),,,,
2454,,,(1602!665),(1652!1154),(1669!1268),,,,,(1287!808),(1227!940),,,(1620!1243),(1408!576),(571!596),,,,
2455,,,(1602!665),(1650!1153),(1668!1267),,,,,(1285!808),(1229!936),,,(1620!1244),(1410!583),(571!596),,,,
2456,,,(1602!665),(1647!1150),(1674!1270),,,,,(1286!808),(1229!940),,,(1621!1244),(1409!575),(571!596),,,,
2457,,,(1602!665),(1645!1148),(1669!1267),,,,,(1286!807),(1228!940),,,(1620!1245),(1409!583),(571!596),,,,
2458,,,(1602!666),(1644!1146),(1668!1266),,,,,(1286!808),(1228!936),,,(1621!1245),(1408!583),(568!592),,,,
2459,,,(1603!665),(1642!1144),(1672!1270),,,,,(1286!802),(1228!936),,,(1622!1248),(1409!583),(571!596),,,,
2460,,,(1603!666),(1641!1142),(1667!1267),,,,,(1286!808),(1228!936),,,(1622!1248),(1408!575),(571!596),,,,
2461,,,(1602!665),(1644!1145),(1667!1266),,,,,(1286!807),(1229!936),,,(1622!1249),(1408!575),(571!596),,,,
2462,,,(1603!666),(1637!1139),(1667!1267),,,,,(1287!808),(1229!936),,,(1622!1250),(1410!583),(568!592),,,,
2463,,,(1603!665),(1637!1139),(1667!1264),,,,,(1287!808),(1226!941),,,(1621!1250),(1408!576),(568!592),,,,
2464,,,(1606!670),(1635!1139),(1667!1267),,,,,(1287!808),(1226!941),,,(1619!1252),(1411!582),(571!596),,,,
2465,,,(1603!669),(1634!1139),(1666!1267),,,,,(1287!808),(1226!941),,,(1619!1252),(1411!582),(571!596),,,,
2466,,,(1603!664),(1632!1140),(1666!1267),,,,,(1287!808),(1226!941),,,(1619!1252),(1411!582),(568!591),,,,
2467,,,(1603!666),(1630!1139),(1667!1267),,,,,(1287!808),(1226!941),,,(1618!1252),(1409!576),(568!593),,,,
2468,,,(1603!669),(1628!1139),(1667!1266),,,,,(1287!808),(1227!941),,,(1619!1253),(1408!576),(568!595),,,,
2469,,,(1604!666),(1626!1138),(1666!1266),,,,,(1286!808),(1228!936),,,(1620!1255),(1408!577),(571!596),,,,
2470,,,(1604!665),(1623!1137),(1666!1267),,,,,(1286!808),(1228!940),,,(1621!1256),(1411!580),(572!596),,,,
2471,,,(1605!666),(1626!1141),(1666!1265),,,,,(1286!808),(1226!940),,,(1620!1257),(1411!581),(572!596),,,,
2472,,,(1608!670),(1626!1142),(1666!1266),,,,,(1286!808),(1229!936),,,(1620!1258),(1411!581),(571!596),,,,
2473,,,(1608!670),(1619!1137),(1671!1268),,,,,(1286!808),(1226!940),,,(1619!1253),(1411!580),(572!595),,,,
2474,,,(1605!666),(1616!1134),(1666!1267),,,,,(1286!808),(1226!940),,,(1617!1259),(1411!580),(572!596),,,,
2475,,,(1608!671),(1613!1133),(1666!1266),,,,,(1286!808),(1226!940),,,(1617!1259),(1411!580),(568!593),,,,
2476,,,(1605!665),(1610!1133),(1672!1269),,,,,(1286!808),(1229!936),,,(1617!1260),(1411!581),(572!596),,,,
2477,,,(1605!667),(1608!1132),(1672!1268),,,,,(1287!808),(1229!938),,,(1617!1261),(1411!580),(568!592),,,,
2478,,,(1605!667),(1605!1131),(1672!1268),,,,,(1286!808),(1228!936),,,(1619!1261),(1411!580),(568!592),,,,
2479,,,(1603!666),(1601!1131),(1672!1270),,,,,(1287!808),(1225!940),,,(1617!1262),(1411!581),(568!592),,,,
2480,,,(1604!667),(1601!1129),(1666!1265),,,,,(1286!808),(1228!935),,,(1617!1262),(1411!581),(568!592),,,,
2481,,,(1605!668),(1597!1130),(1666!1265),,,,,(1286!808),(1225!940),,,(1617!1269),(1411!581),(568!592),,,,
2482,,,(1605!668),(1595!1128),(1672!1270),,,,,(1286!808),(1225!940),,,(1617!1282),(1411!581),(568!593),,,,
2483,,,(1609!672),(1598!1131),(1671!1269),,,,,(1285!808),(1225!940),,,(1616!1281),(1409!575),(571!595),,,,
2484,,,(1604!668),(1596!1131),(1665!1266),,,,,(1286!808),(1225!940),,,(1617!1281),(1408!575),(568!592),,,,
2485,,,(1605!669),(1590!1128),(1669!1269),,,,,(1286!808),(1225!940),,,(1618!1282),(1409!575),(568!593),,,,
2486,,,(1605!669),(1591!1129),(1665!1265),,,,,(1284!808),(1225!940),,,(1619!1281),(1409!576),(568!593),,,,
2487,,,(1604!669),(1584!1126),(1665!1265),,,,,(1285!808),(1228!935),,,(1619!1281),(1409!576),(568!593),,,,
2488,,,(1604!668),(1581!1124),(1666!1264),,,,,(1286!808),(1228!935),,,(1619!1280),(1409!576),(568!592),,,,
2489,,,(1604!668),(1580!1124),(1667!1267),,,,,(1286!808),(1229!935),,,(1618!1281),(1409!578),(568!592),,,,
2490,,,(1604!669),(1579!1122),(1666!1264),,,,,(1285!803),(1228!935),,,(1618!1282),(1408!576),(568!592),,,,
2491,,,(1604!669),(1576!1121),(1666!1264),,,,,(1287!808),(1227!935),,,(1617!1282),(1408!576),(568!592),,,,
2492,,,(1604!670),(1573!1120),(1666!1266),,,,,(1286!808),(1228!935),,,(1617!1281),(1408!575),(568!593),,,,
2493,,,(1603!669),(1572!1118),(1665!1263),,,,,(1285!808),(1229!935),,,(1617!1282),(1408!575),(568!591),,,,
2494,,,(1603!670),(1571!1117),(1666!1266),,,,,(1286!808),(1227!935),,,(1617!1282),(1415!575),(568!592),,,,
2495,,,(1603!671),(1569!1116),(1666!1265),,,,,(1286!808),(1227!935),,,(1617!1283),(1409!584),(571!596),,,,
2496,,,(1602!673),(1572!1119),(1665!1264),,,,,(1286!808),(1227!935),,,(1617!1283),(1408!576),(568!592),,,,
2497,,,(1603!672),(1566!1116),(1665!1267),,,,,(1286!808),(1229!935),,,(1617!1283),(1408!575),(568!592),,,,
2498,,,(1603!673),(1565!1119),(1665!1264),,,,,(1285!808),(1229!935),,,(1618!1284),(1409!583),(568!592),,,,
2499,,,(1602!672),(1563!1119),(1665!1267),,,,,(1285!808),(1227!940),,,(1617!1284),(1408!575),(568!592),,,,
2500,,,(1601!673),(1561!1116),(1665!1265),,,,,(1286!808),(1229!941),,,(1617!1285),(1408!575),(568!592),,,,
2501,,,(1601!674),(1558!1116),(1665!1264),,,,,(1286!809),(1228!941),,,(1616!1286),(1408!575),(568!592),,,,
2502,,,(1600!674),(1557!1113),(1671!1269),,,,,(1285!803),(1229!940),,,(1616!1287),(1408!575),(568!592),,,,
