frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_49,ID_51
1240,,,,,,,,"(1025,409)",,,"(1205,241)",,,,,,,,,,,,,,,,,"(878,629)",,"(1290,389)",,"(964,615)","(773,467)",,,"(710,241)",,,,,,"(669,218)",,,"(906,308)",,,,,
1241,,,,,,,,"(1029,413)",,,"(1210,242)",,,,,,,,,,,,,,,,,"(876,627)",,"(1287,387)",,"(969,607)","(773,467)",,,"(710,236)","(934,112)",,,,,"(668,215)",,,"(905,299)",,,,,
1242,,,,,,,,"(1033,417)",,,"(1215,243)",,,,,,,,,,,,,,,,,"(872,625)",,"(1284,385)",,"(971,602)","(773,467)",,,,,,,,,"(712,232)",,"(553,544)","(904,292)",,,,,
1243,,,,,,,,"(1037,421)",,,"(1219,244)",,,,,,,,,,,,,,,,,"(865,620)",,"(1281,383)",,"(976,597)","(773,467)",,,,,,,,,"(713,227)",,"(549,545)","(903,284)",,,,,
1244,,,,,,,,"(1041,425)",,,"(1223,247)",,,,,,,,,,,,,,,,,"(862,617)",,"(1277,381)",,"(982,589)","(773,467)",,,,,,,,,"(714,222)",,"(546,545)","(902,279)",,,,,
1245,,,,,,,,"(1044,429)",,,"(1222,250)",,,,,,,,,,,,,,,,,"(859,613)",,"(1274,379)",,"(988,582)","(773,467)",,,,,,,,,"(715,218)",,"(543,547)","(897,270)",,,,,
1246,,,,,,,,"(1048,432)",,,"(1219,252)",,,,,,,,,,,,,,,,,"(860,611)",,"(1269,376)",,"(991,579)","(773,467)",,,,,,,,,"(715,216)",,"(539,547)","(894,264)",,,,,
1247,,,,,,,,"(1053,436)",,,"(1219,255)",,,,,,,,,,,,,,,,,"(856,607)",,"(1262,373)",,"(999,578)","(773,467)",,,,,,,,,"(716,213)",,"(534,548)","(891,255)",,,,,
1248,,,,,,,,"(1057,439)",,,"(1218,260)",,,,,,,,,,,,,,,,,"(852,601)",,"(1258,370)",,"(1006,575)","(773,467)",,,,,,,,,"(716,211)",,"(532,549)","(891,249)",,,,,
1249,,,,,,,,"(1061,443)",,,"(1221,263)",,,,,,,,,,,,,,,,,"(851,598)",,"(1253,367)",,"(1012,576)","(773,467)",,,,,,,,,"(716,211)",,"(523,550)","(889,243)",,,,,
1250,,,,,,,,"(1067,447)",,,"(1221,269)",,,,,,,,,,,,,,,,,"(846,594)",,"(1248,364)",,"(1017,576)","(773,467)",,,,,,,,,"(716,212)",,"(521,547)","(888,235)",,,,,
1251,,,,,,,,"(1072,450)",,,"(1221,273)",,,,,,,,,,,,,,,,,"(842,588)",,"(1242,362)",,"(1022,573)","(773,467)",,,,,,,,,"(716,211)",,"(531,547)","(886,224)",,,,,
1252,,,,,,,,"(1077,455)",,,"(1223,278)",,,,,,,,,,,,,,,,,"(840,585)",,"(1237,360)",,"(1027,570)","(772,467)",,,,,,,,,"(716,211)",,"(531,546)","(886,219)",,,,,
1253,,,,,,,,"(1083,459)",,,"(1223,282)",,,,,,,,,,,,,,,,,"(836,580)",,"(1235,359)",,"(1033,566)","(773,467)",,,,,,,,,"(716,211)",,"(530,548)","(887,214)",,,,,
1254,,,,,,,,"(1088,464)",,,"(1224,287)",,,,,,,,,,,,,,,,,"(830,574)",,"(1231,357)",,"(1033,562)","(773,467)",,,,,,,,,"(717,211)",,,"(888,209)",,,,,
1255,,,,,,,,"(1094,468)",,,"(1227,293)",,,,,,,,,,,,,,,,,"(828,570)",,"(1229,356)",,"(1038,557)","(773,467)",,,,,,,,,"(716,211)",,,"(887,205)",,,,,
1256,,,,,,,,"(1099,473)",,,"(1230,294)",,,,,,,,,,,,,,,,,"(824,565)",,"(1228,355)",,"(1038,554)","(773,467)",,,,,,,,,"(716,211)",,,"(885,201)",,,,,
1257,,,,,,,,"(1104,477)",,,"(1235,297)",,,,,,,,,,,,,,,,,"(820,558)",,"(1226,355)",,"(1040,549)","(773,464)",,,,,,,,,"(716,211)",,,"(882,196)",,,,,
1258,,,,,,,,"(1108,480)",,,"(1240,299)",,,,,,,,,,,,,,,,,"(817,556)",,"(1228,355)",,"(1045,544)","(773,459)",,,,,,,,,"(719,209)",,,"(880,188)",,,,,
1259,,,,,,,,"(1111,483)",,,"(1242,299)",,,,,,,,,,,,,,,,,"(812,551)",,"(1227,355)",,"(1046,543)","(776,462)",,,,,,,,"(770,453)","(719,208)",,,"(879,182)",,,,,
1260,,,,,,,,"(1113,484)",,,"(1245,303)",,,,,,,,,,,,,,,,,"(806,544)",,"(1227,355)",,"(1046,543)","(776,460)",,,,,,,,"(769,451)","(721,203)",,"(532,585)","(877,176)",,,,,
1261,,,,,,,,"(1117,484)",,,"(1249,305)",,,,,,,,,,,,,,,,,"(804,545)",,"(1227,355)",,"(1046,543)","(774,455)",,,,,,,,,"(722,201)",,,"(875,168)",,,,,
1262,,,,,,,,"(1121,483)",,,"(1250,309)",,,,,,,,,,,,,,,,,"(800,543)",,"(1228,355)",,"(1046,543)","(775,454)",,,,,,,,,"(724,199)",,"(537,592)","(875,163)",,,,,
1263,,,,,,,,"(1124,482)",,,"(1252,311)",,,,,,,,,,,,,,,,,"(796,540)",,"(1225,353)",,"(1046,543)","(775,454)",,,,,,,,,"(726,196)",,,"(872,153)",,,,,
1264,,,,,,,,"(1126,481)",,,"(1255,316)",,,,,,,,,,,,,,,,,"(793,539)",,"(1223,350)",,"(1046,543)","(777,452)",,,,,,,,,"(727,194)",,,"(872,148)",,,,,
1265,,,,,,,,"(1127,481)",,,"(1256,321)",,,,,,,,,,,,,,,,,"(785,540)",,"(1221,348)",,"(1049,545)","(778,452)",,,,,,,,,"(729,192)",,,"(872,140)",,,,,
1266,,,,,,,,"(1127,481)",,,"(1257,325)",,,,,,,,,,,,,,,,,"(777,542)",,"(1219,344)",,"(1056,547)","(779,451)",,,,,,,,,"(729,191)",,,"(872,133)","(541,674)",,,,
1267,,,,,,,,"(1127,481)",,,"(1260,326)",,,,,,,,,,,,,,,,,"(771,544)",,"(1217,341)",,"(1068,554)","(780,449)",,,,,,,,,"(731,189)",,,"(876,139)","(540,671)",,,,
1268,,,,,,,,"(1126,481)",,,"(1264,329)",,,,,,,,,,,,,,,,,"(767,546)",,"(1215,336)",,"(1071,552)","(779,447)",,,,,,,,,"(733,187)",,,"(873,152)","(540,668)",,,,
1269,,,,,,,,"(1126,481)",,,"(1268,332)",,,,,,,,,,,,,,,,,"(761,548)",,"(1214,331)",,"(1075,552)","(782,445)",,,,,,,,,"(735,186)",,,"(877,154)",,,,,
1270,,,,,,,,"(1126,481)",,,"(1271,333)",,,,,,,,,,,,,,,,,"(752,551)",,"(1212,327)",,"(1081,552)","(782,444)",,,,,,,,,"(741,184)",,,"(879,154)",,,,,
1271,,,,,,,,"(1126,481)",,,"(1273,336)",,,,,,,,,,,,,,,,,"(744,553)",,"(1209,322)",,"(1087,555)","(787,439)",,,,,,,,,"(744,184)",,,"(879,152)",,,,,
1272,,,,,,,,"(1126,480)",,,"(1278,339)",,,,,,,,,,,,,,,,,"(738,552)",,"(1205,318)",,"(1094,558)","(787,437)",,,,,,,,,"(744,185)",,,"(882,149)",,,,,
1273,,,,,,,,"(1126,480)",,,"(1281,342)",,,,,,,,,,,,,,,,,"(732,553)",,"(1200,317)",,"(1099,561)","(787,435)",,,,,,,,,"(746,184)",,,"(883,147)",,,,,
1274,,,,,,,,"(1127,480)",,,"(1286,348)",,,,,,,,,,,,,,,,,"(726,552)",,"(1196,315)",,"(1102,567)","(790,429)",,,,,,,,,"(752,181)",,,"(884,142)",,,,,
1275,,,,,,,,"(1132,481)",,,"(1291,352)",,,,,,,,,,,,,,,,,"(720,551)",,"(1192,314)",,"(1103,572)","(791,427)",,,,,,,,,"(755,180)",,,"(887,138)","(530,637)",,,,
1276,,,,,,,,"(1132,480)",,,"(1293,356)",,,,,,,,,,,,,,,,,"(713,550)",,"(1189,313)",,"(1101,573)","(793,422)",,,,,,,,,"(757,180)",,,"(887,138)","(530,638)",,,,
1277,,,,,,,,"(1134,481)",,,"(1295,361)",,,,,,,,,,"(691,368)",,,,,,,"(707,546)",,"(1183,309)",,"(1100,581)","(798,415)",,"(1036,334)",,,,,,,"(758,179)",,,"(887,138)","(530,636)",,,,
1278,,,,,,,,"(1134,481)",,,"(1297,362)",,,,,,,,,,"(693,371)",,,,,,,"(705,546)",,"(1178,308)",,"(1098,584)","(800,411)",,"(1036,334)",,,,,,,"(758,179)",,,"(887,136)","(530,636)",,,,
1279,,,,,,,,"(1134,482)",,,"(1300,363)",,,,,,,,,,"(693,371)",,,,,,,"(699,544)",,"(1175,306)",,"(1096,587)","(801,407)",,"(1036,331)",,,,,,,"(759,179)",,,"(884,138)","(530,637)",,,,
1280,,,,,,,,"(1134,481)",,,"(1301,365)",,,,,,,,,,"(693,371)",,,,,,,"(693,540)",,"(1173,305)",,,"(801,403)",,"(1034,328)",,,,,,,"(758,179)",,,"(886,134)",,,,,
1281,,,,,,,,"(1134,481)",,,"(1303,366)",,,,,,,,,,"(691,371)",,,,,,,"(686,538)",,"(1171,304)",,"(1098,604)","(802,397)",,"(1030,323)",,,,,,,"(758,179)",,,"(886,135)",,,,,
1282,,,,,,,,"(1135,481)",,,"(1305,370)",,,,,,,,,,"(691,370)",,,,,,,"(684,537)",,"(1169,305)",,"(1097,608)","(800,396)",,"(1024,319)",,,,,,,"(758,179)",,,"(885,130)","(531,639)",,,,
1283,,,,,,,,"(1135,482)",,,"(1309,374)",,,,,,,,,,"(692,371)",,,,,,,"(681,537)",,"(1168,304)",,,"(799,392)",,"(1013,318)",,,,,,,"(760,180)",,,"(884,126)","(531,638)",,,,
1284,,,,,,,,"(1136,482)",,,"(1314,374)",,,,,,,,,,"(692,371)",,,,,,,"(678,535)",,"(1166,306)",,"(1092,619)","(800,389)",,"(1008,328)",,,,,,,"(763,180)",,,"(884,121)",,,,,
1285,,,,,,,,"(1137,483)",,,"(1317,373)",,,,,,,,,,"(692,371)",,,,,,,"(674,534)",,"(1165,308)",,"(1086,618)","(799,386)",,"(1008,326)",,,,,,,"(766,183)",,,"(884,119)",,,,,
1286,,,,,,,,"(1139,485)",,,"(1317,371)",,,,,,,,,,"(692,370)",,,,,,,"(670,534)",,"(1165,310)",,"(1081,619)","(799,382)",,"(1006,322)",,,,,,,"(768,184)",,,"(890,124)",,,,,
1287,,,,,,,,"(1140,485)",,,"(1318,371)",,,,,,,,,,"(692,371)",,,,,,,"(666,532)",,"(1165,311)",,"(1076,619)","(799,375)",,"(1002,319)",,,,,,,"(765,184)",,,"(887,138)",,,,,
1288,,,,"(774,187)",,,,"(1140,485)",,,"(1317,372)",,,,,,,,,,"(691,370)",,,,,,,"(664,531)",,"(1165,310)",,"(1072,620)","(799,372)",,"(998,315)",,,,,,,"(767,185)","(1133,481)",,,,,,,
1289,,,,"(840,245)",,,,"(1138,484)",,,"(1317,372)",,,,,,,,,,"(689,368)",,,,,,,"(658,530)",,"(1165,312)",,"(1064,622)","(799,367)",,"(994,311)",,,,,,,"(770,186)",,,,,,,,
1290,,,,"(841,244)",,,,"(1140,485)",,,"(1319,372)",,,,,,,,,,"(689,365)",,,,,,,"(656,528)",,"(1165,311)",,"(1058,623)","(800,359)",,"(988,308)",,,,,,,"(770,186)",,,,,,,,
1291,,,,"(841,244)",,,,"(1142,485)",,,"(1317,372)",,,,,,,,,,"(687,363)",,,,,,,"(652,526)",,"(1165,312)",,"(1052,623)","(800,356)",,"(982,304)",,,,,,,"(770,186)",,,,"(554,668)",,,,
1292,,,,"(841,242)",,,,"(1146,488)",,,"(1318,372)",,,,,,,,,,"(685,360)",,,,,,,"(648,524)",,"(1165,312)",,"(1047,623)","(799,352)",,"(976,300)",,,,,,,"(771,186)",,,,"(555,667)",,,,
1293,,,,"(842,243)",,,,"(1150,489)",,,"(1319,373)",,,,,,,,,,"(682,357)",,,,,,,"(644,521)",,"(1166,312)",,"(1041,624)","(800,346)",,"(970,296)",,,,,,,"(771,186)",,,,"(557,666)",,,,
1294,,,,"(838,236)",,,,"(1156,489)",,,"(1318,373)",,,,,,,,,,"(677,352)",,,,,,,"(640,517)",,"(1166,312)",,"(1032,625)","(803,340)",,"(965,294)",,,,,,,"(771,186)",,,,"(558,664)",,,,
1295,,,,"(839,232)",,,,"(1160,489)",,,"(1320,375)",,,,,,,,,,"(673,347)",,,,,,,"(638,517)",,"(1166,312)",,"(1024,628)","(802,338)",,"(960,290)",,,,,,,"(771,186)",,,,"(559,663)",,,,
1296,,,,"(839,227)",,,,"(1164,489)",,,"(1318,376)",,,,,,,,,,"(670,342)",,,,,,,"(633,513)",,"(1166,313)",,"(1018,625)","(804,333)",,"(956,286)",,,,,,,"(776,188)",,,,"(563,662)",,,,
1297,,,,"(839,222)",,,,"(1168,489)",,,"(1319,376)",,,,,,,,,,"(668,340)",,,,,,,"(629,510)",,"(1166,313)",,"(1011,626)","(805,331)",,"(955,283)",,,,,,,"(776,187)",,,,"(564,659)",,,,
1298,,,,"(839,217)",,,,"(1170,489)",,,"(1317,375)",,,,,,,,,,"(664,335)",,,,,,,"(627,509)",,"(1166,313)",,"(1005,625)","(805,328)",,"(954,279)",,,,,,,"(777,187)",,,,"(567,652)",,,,
1299,,,,"(839,212)",,,,"(1172,489)",,,"(1320,379)",,,,,,,,,,"(661,329)",,,,,,,"(627,509)",,"(1166,311)",,"(997,626)","(806,324)",,"(951,274)",,,,,,,"(778,187)",,,,"(570,647)",,,,
1300,,,,"(840,206)",,,,"(1175,490)",,,"(1322,382)",,,,,,,,,,"(656,324)",,,,,,,"(627,509)",,"(1166,312)",,"(989,628)","(808,322)",,"(948,266)",,,,,,,"(779,187)",,,,"(570,645)",,,,
1301,,,,"(840,198)",,,,"(1179,491)",,,"(1320,386)",,,,,,,,,,"(651,320)",,,,,,,"(627,509)",,"(1166,313)",,"(982,628)","(810,317)",,"(945,260)",,,,,,,"(782,186)",,,,"(572,640)",,,,
1302,,,,"(838,190)",,,,"(1182,491)",,,"(1320,389)",,,,,,,,,,"(647,316)",,,,,,,"(626,509)",,"(1167,313)",,"(972,630)","(809,315)",,"(943,256)",,,,,,,"(784,185)",,,,"(573,636)",,,,
1303,,,,"(838,185)",,,,"(1186,490)",,,"(1322,392)",,,,,,,,"(1128,269)",,"(642,310)",,,,,,,"(626,509)",,"(1167,313)",,"(967,628)","(811,310)",,"(935,246)",,,,,,,"(786,184)",,,,"(576,633)",,,,
1304,,,,"(838,180)",,,,"(1190,489)",,,"(1322,396)",,,,,,,,,,"(640,306)",,,,,,,"(630,511)",,"(1167,312)",,"(964,628)","(813,307)",,"(931,241)",,,,,,,"(788,183)",,"(554,669)",,"(575,632)",,,,
1305,,,,"(837,169)",,,,"(1194,486)",,,"(1321,401)",,,,,,,,,,"(635,300)",,,,,,,"(627,509)",,"(1167,313)",,"(963,628)","(813,304)",,"(925,236)",,,,,,,"(790,183)",,"(557,673)",,"(575,627)",,,,
1306,,,,"(836,164)",,,,"(1198,484)",,,"(1321,403)",,,,,,,,,,"(633,294)",,,,,,,"(627,509)",,"(1167,312)",,"(963,629)","(814,300)",,"(920,230)",,,,,,,"(791,183)",,"(559,678)",,"(576,625)",,,,
1307,,,,"(835,154)",,,,"(1200,483)",,,"(1322,405)",,,,,,,,,,"(629,288)",,,,,,,"(627,510)",,"(1167,313)",,"(963,629)","(816,296)",,"(917,226)",,,,,,,"(791,183)",,"(566,684)",,"(577,623)",,,,
1308,,,,"(836,149)",,,,"(1202,482)",,,"(1321,409)",,,,,,,,,,"(626,285)",,,,,,,"(630,511)",,"(1166,313)",,"(963,628)","(817,292)","(1283,742)","(909,221)",,,,,,,"(792,182)",,"(568,686)",,"(578,622)",,,,
1309,,,,"(836,145)",,,,"(1209,478)",,,"(1320,414)",,,,,,,,,,"(626,284)",,,,,,,"(627,510)",,"(1166,313)",,"(963,628)","(817,286)","(1284,741)","(906,218)",,,,,,,"(792,183)",,"(575,688)",,"(578,622)",,,,
1310,,,,"(836,143)",,,,"(1210,478)",,,"(1321,414)",,,,,,,,,,"(626,284)",,,,,,,"(630,512)",,"(1165,313)",,"(963,628)","(819,282)","(1283,742)","(902,215)",,,,,,,"(792,183)",,"(579,690)",,"(579,622)",,,,
1311,,,,"(834,140)",,,,"(1216,476)",,,"(1321,415)",,,,,,,,,,"(626,284)",,,,,,,"(630,511)",,"(1165,313)",,"(963,628)","(820,276)","(1284,741)","(898,211)",,,,,,,"(792,183)",,"(585,694)",,"(579,622)",,,,
1312,,,,"(834,138)",,,,"(1221,475)",,,"(1321,415)",,,,,,,,,,"(627,284)",,,,,,,"(630,511)",,"(1164,313)",,"(957,630)","(819,274)","(1284,740)","(898,207)",,,,,,,"(792,183)",,"(593,697)",,"(578,622)",,,,
1313,,,,"(836,136)",,,,"(1226,475)",,,"(1321,415)",,,,,,,,,,"(628,282)",,,,,,,"(630,512)",,"(1164,313)",,"(952,630)","(818,270)","(1284,740)","(897,202)",,,,,,,"(792,183)",,"(598,699)",,"(578,622)",,,,
1314,,,,"(833,134)",,,,"(1225,475)",,,"(1321,417)",,,,,,,,,,"(627,276)",,,,,,,"(630,511)",,"(1164,314)",,"(946,633)","(818,266)","(1283,742)","(899,194)",,,,,,,"(792,182)",,"(603,700)",,"(580,620)",,,,
1315,,,,"(831,132)",,,,"(1226,475)",,,"(1322,418)",,,,,,,,,,"(628,270)",,,,,,,"(630,511)",,"(1164,314)",,"(939,634)","(818,261)","(1283,742)","(901,189)",,,,,,,"(792,182)",,"(610,703)",,"(580,620)",,,,
1316,,,,"(830,131)",,,,"(1227,475)",,,"(1322,418)",,,,,,,,,,"(626,265)",,,,,,,"(630,511)",,"(1164,315)",,"(932,634)","(816,256)","(1284,740)","(903,186)",,,,,,,"(792,183)",,"(618,707)",,"(578,622)",,,,
1317,,,,,,,,"(1227,475)",,,"(1323,420)",,,,,,,,,,"(625,260)",,,,,,,"(627,510)",,"(1164,314)",,"(926,632)","(813,253)","(1284,739)","(905,177)",,,,,,,"(792,183)",,"(625,707)",,"(578,622)",,,,
1318,,,,,,,,"(1228,475)",,,"(1323,421)",,,,,,,,,,,,,,,,,"(627,510)",,"(1164,315)",,"(920,627)","(812,249)","(1284,740)","(906,172)",,,,,,,"(792,183)",,"(632,706)",,"(578,622)",,,,
1319,,,,,,,,"(1228,474)",,,"(1324,425)",,,,,,,,,,,,,,,,,"(627,510)",,"(1162,315)",,"(916,622)","(808,245)","(1283,742)","(906,166)",,,,,,,"(792,183)",,"(637,703)",,"(578,622)",,,,
1320,,,,,,,,"(1229,475)",,,"(1324,427)",,,,,,,,,,,,,,,,,"(627,509)",,"(1160,316)",,"(912,616)","(805,242)","(1284,739)","(906,157)",,,,,,,"(792,183)",,"(638,699)",,"(580,620)",,,,
1321,,,,,,,,"(1234,474)",,,"(1325,433)",,,,,,,,,,,,,,,,,"(627,509)",,"(1159,317)",,"(908,611)","(802,239)","(1283,739)","(909,150)",,,,,,,"(792,183)",,"(645,695)",,"(580,619)",,,,
1322,,,,,,,,"(1234,475)",,,"(1326,436)",,,,,,,,,,,,,,,,,"(630,511)",,"(1157,318)",,"(904,607)","(800,234)","(1285,737)","(909,144)",,,,,,,"(792,183)",,"(645,693)",,"(580,620)",,,,
1323,,,,,,,,"(1237,474)",,,"(1326,440)",,,,,,,,,,,,,,,,,"(630,511)",,"(1154,319)",,"(898,601)","(797,232)","(1285,735)","(910,140)",,,,,,,"(792,183)",,"(654,688)",,"(580,620)",,,,
1324,,,,,,,"(1087,138)","(1241,476)",,,"(1327,444)",,,,,,,,,,,,,,,,,"(630,511)",,"(1150,321)",,"(893,598)","(795,228)","(1285,734)","(910,131)",,,,,,,"(792,183)",,"(655,687)",,"(580,620)",,,,
1325,,,,,,,"(1086,139)","(1244,477)",,,"(1331,447)",,,,,,,,,,,,,,,,,"(630,511)",,"(1148,323)",,"(888,593)","(792,225)","(1286,733)","(910,124)",,,"(813,133)",,,,"(795,181)",,"(662,682)",,"(578,622)",,,,
1326,,,,,,,"(1087,139)","(1247,478)",,,"(1332,450)","(1140,327)",,,,,,,"(1122,300)",,,,,,,,,"(630,511)",,"(1148,323)",,"(881,590)","(789,223)","(1287,733)","(911,119)",,,,,,,"(798,178)",,"(667,681)",,"(578,622)",,,,
1327,,,,,,,"(1088,139)","(1252,480)",,,"(1336,453)",,,,,,,,"(1122,297)",,,,,,,,,"(630,511)",,"(1137,330)",,"(875,586)","(785,223)","(1288,731)","(911,117)",,,,,,,"(802,176)",,"(670,680)",,"(578,622)",,,,
1328,,,,,,,"(1088,139)","(1255,481)",,,"(1339,454)","(1128,287)",,,,,,,"(1122,295)",,,,,,,,,"(630,511)",,"(1131,331)",,"(867,584)","(781,222)","(1288,730)","(910,117)",,,,,,,"(805,174)",,"(677,680)",,"(578,621)",,,,
1329,,,,,,,"(1088,139)","(1259,478)",,,"(1339,454)","(1129,287)",,,,,,,"(1122,294)",,,,,,,,,"(630,512)",,"(1125,331)",,"(860,583)","(781,224)","(1288,729)","(909,120)",,,,,,,"(809,170)",,"(683,682)",,"(580,620)",,,,
1330,,,,,,,"(1088,140)","(1261,474)",,,"(1340,456)",,,,,,,,"(1124,290)",,,,,,,,,"(630,511)",,"(1119,332)",,"(851,582)","(781,224)","(1291,725)","(904,121)",,,,,,,"(812,168)",,"(692,679)",,"(581,618)",,,,
1331,,,,,,,"(1088,140)","(1263,469)",,,"(1340,456)",,,,,,,,"(1124,288)",,,,,,,,,"(630,511)",,"(1114,330)",,"(843,582)","(781,224)","(1291,725)","(901,122)",,,,,,,"(814,166)",,"(697,680)",,"(581,617)",,,,
1332,,,,,,,"(1085,139)","(1266,465)",,,"(1340,456)",,,,,,,,"(1124,286)",,,,,,,,,"(630,511)",,"(1106,330)",,"(837,580)","(780,225)","(1292,724)","(897,121)",,,,,,,"(817,163)",,"(704,680)",,"(581,616)",,,,
1333,,,,,,,"(1083,140)","(1268,461)",,,"(1341,455)",,,,,,,,"(1124,285)",,,,,,,,,"(630,511)",,"(1100,329)",,"(829,579)","(775,227)","(1293,722)","(892,120)",,,,,,,"(818,160)",,"(709,678)",,"(582,616)",,,,
1334,,,,,,,"(1083,140)","(1272,456)",,,"(1340,456)",,,,,,,,"(1125,284)",,,,,,,,,"(628,509)",,"(1093,327)",,"(824,575)","(770,229)","(1295,721)","(885,118)",,,,,,,"(821,156)",,"(720,681)",,"(582,614)",,,,
1335,,,,,,,"(1082,141)","(1274,451)",,,"(1340,456)",,,,,,,,"(1125,283)",,,,,,,,,"(630,511)",,"(1090,325)",,"(817,571)","(766,230)","(1296,720)",,,,,,,,"(822,153)",,"(724,680)",,,,,,
1336,,,,,,"(630,523)","(1080,140)","(1279,446)",,,"(1341,456)",,,,,,,,"(1125,281)",,,,,,,,,"(630,511)",,"(1086,324)",,"(812,568)","(765,229)","(1296,719)","(872,118)",,,,,,,"(822,151)",,"(733,682)",,,,,,
1337,,,,,,,"(1077,141)","(1280,444)",,,"(1341,457)",,,,,,,,"(1125,281)",,,,,,,,,"(630,511)",,"(1082,323)",,"(806,564)","(758,231)",,"(866,119)",,,,,,,"(824,149)",,"(737,684)",,,,,,
1338,,,,,,,"(1073,142)","(1282,438)",,,"(1342,458)",,,,,,,,"(1125,281)",,,,,,,,,"(630,511)",,"(1077,322)",,"(801,558)","(755,231)","(1296,720)","(860,122)",,,,,,,"(824,148)",,"(741,687)",,,,,,
1339,,,,,,,"(1072,142)","(1287,431)",,,"(1343,458)",,,,,,,,"(1125,280)",,,,,"(529,527)",,,,"(627,509)",,"(1071,322)",,"(797,553)","(749,230)",,"(855,124)",,,,,,,"(824,148)",,"(747,690)",,,,,,
1340,,,,,,,"(1066,144)","(1289,428)",,,"(1343,457)",,,,,,,,"(1125,280)",,,,,"(528,522)",,,,"(627,509)",,"(1066,320)",,"(792,548)","(745,229)",,"(849,124)",,,,,,,"(824,149)",,"(753,693)",,,,,,
1341,,,,,,,"(1061,142)","(1293,424)",,,"(1343,461)",,,,,,,,"(1125,280)",,,,,"(528,523)",,,,"(627,509)",,"(1063,320)",,"(788,544)","(739,229)",,"(844,125)",,,,,,,"(824,150)",,"(760,697)",,,,,,
1342,,"(611,367)",,,,,"(1059,142)",,,,"(1296,418)",,,,,,,,"(1125,280)",,,,,"(528,522)",,,,"(627,509)",,"(1059,320)",,"(782,541)","(739,229)",,"(840,125)",,,,,,,"(823,150)",,"(766,699)",,,,,,
1343,,"(610,367)",,,,,"(1055,140)",,,,"(1302,411)",,,,,,,,"(1125,280)",,,,,"(528,522)",,,,"(627,509)",,"(1053,319)",,"(774,537)","(734,228)",,"(775,147)",,,,,,,"(824,150)",,"(772,704)",,,,,,
1344,,"(609,362)",,,,,"(1051,137)",,,,"(1303,410)",,,,,,,,"(1125,280)",,,,,"(528,522)",,,,"(627,509)",,"(1047,320)",,"(769,533)","(730,228)",,"(776,148)",,,,,,,"(824,149)",,"(779,707)",,,,,,
1345,,"(609,359)",,,,,"(1047,135)",,,,"(1306,407)",,,,,,,,"(1125,280)",,,,,"(528,522)",,,,"(627,509)",,"(1042,318)",,"(762,529)","(727,227)",,,,,,,,,"(824,148)",,"(786,711)",,,,,,
1346,,"(607,352)",,,,,"(1044,134)",,,,"(1310,407)",,,,,,,,"(1125,280)",,,,,"(530,519)",,,,"(627,509)",,"(1038,318)",,"(757,525)","(723,226)",,,,,,,,,"(824,148)",,"(795,716)",,,,,,
1347,,"(602,346)",,,,,"(1041,131)",,,,"(1315,407)",,,,,,,,"(1125,280)",,,,,"(532,515)",,,,"(627,509)",,"(1032,317)",,"(752,522)","(717,225)",,,,,,,,,"(824,149)",,"(801,717)",,,,,,
1348,,"(600,343)",,,,,"(1038,129)",,,,"(1324,406)",,,,,,,,"(1124,280)",,,,,"(534,509)",,,,"(627,509)",,"(1026,316)",,"(747,519)","(713,224)",,,,,,,,,"(824,150)",,"(809,721)",,,,,,
1349,,"(597,339)",,,,,"(1036,127)",,,,"(1328,407)",,,,,,,,"(1125,280)",,,,,"(534,503)",,,,"(627,510)",,"(1020,314)",,"(741,516)","(709,221)",,,,,,,,,"(824,149)",,"(816,720)",,,,,,
1350,,"(596,338)",,,,,"(1033,124)",,,,"(1326,407)",,,,,,,,"(1125,280)",,,,,"(537,498)",,,,"(627,509)",,"(1016,313)",,"(737,513)","(705,221)",,,,,,,,,"(823,150)",,"(823,722)",,,,,,
1351,,"(595,338)",,,,,"(1032,125)",,,,"(1328,408)",,,,,,,,"(1125,280)",,,,,"(541,492)",,,,"(627,509)",,"(1014,312)",,"(733,512)","(705,220)",,,,,,,,,"(823,150)",,"(830,720)",,,,,,
1352,,"(598,340)",,,,,,,,,,,,,,,,,"(1124,280)",,,,,"(545,488)",,,,"(627,509)",,"(1012,311)",,"(732,512)","(701,219)","(1296,717)",,,,,,,,"(826,150)",,"(836,718)",,,,,,
1353,,"(592,336)",,,,,"(1030,125)",,,,,,,,,,,,"(1124,280)",,,,,"(548,485)",,,,"(628,510)",,"(1012,312)",,"(732,512)","(699,219)",,,,,,,,,"(836,149)",,"(842,717)",,,,,,
1354,,"(585,331)",,,,,"(1021,121)",,,,,,,,,,,,"(1125,280)",,,,,"(551,483)",,,,"(628,510)",,"(1011,310)",,"(732,512)","(696,219)",,,,,,,,,"(844,146)",,"(846,714)",,,,,,
